,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
660,COLUMBIA BKG SYS INC,COM,197236102,31526609,1181657,SH,SOLE,1181657,0,0
661,COLUMBIA FINL INC,COM,197641103,287291,14901,SH,SOLE,14901,0,0
662,COLUMBUS MCKINNON CORP N Y,COM,199333105,586744,15037,SH,SOLE,15037,0,0
663,COMCAST CORP NEW,CL A,20030N101,11269,257,SH,OTR,0,257,0
664,COMCAST CORP NEW,CL A,20030N101,2961410,67535,SH,SOLE,67535,0,0
665,COMCAST CORP NEW,CL A,20030N101,6814290,155400,SH,SOLE,155400,0,0
666,COMCAST CORP NEW,CL A,20030N101,12624415,287900,SH,SOLE,287900,0,0
667,COMERICA INC,COM,200340107,20971221,375761,SH,SOLE,375761,0,0
668,COMFORT SYS USA INC,COM,199908104,150550,732,SH,OTR,0,732,0
669,COMFORT SYS USA INC,COM,199908104,1858640,9037,SH,SOLE,9037,0,0
670,COMMERCE BANCSHARES INC,COM,200525103,7062885,132239,SH,SOLE,132239,0,0
671,COMMUNITY BK SYS INC,COM,203607106,2177833,41793,SH,SOLE,41793,0,0
672,COMMUNITY HEALTH SYS INC NEW,COM,203668108,1229430,392789,SH,SOLE,392789,0,0
673,COMMUNITY HEALTHCARE TR INC,COM,20369C106,2398,90,SH,OTR,0,90,0
674,COMMUNITY HEALTHCARE TR INC,COM,20369C106,6436117,241596,SH,SOLE,241596,0,0
675,COMMUNITY TR BANCORP INC,COM,204149108,212019,4834,SH,SOLE,4834,0,0
676,COMMVAULT SYS INC,COM,204166102,156985,1966,SH,OTR,0,1966,0
677,COMMVAULT SYS INC,COM,204166102,2420493,30313,SH,SOLE,30313,0,0
678,COMPANHIA DE SANEAMENTO BASI,SPONSORED ADR,20441A102,562109,36908,SH,SOLE,36908,0,0
679,COMPANHIA PARANAENSE DE ENER,SPON ADS,20441B605,299056,35266,SH,SOLE,35266,0,0
680,COMPANIA CERVECERIAS UNIDAS,SPONSORED ADR,204429104,403788,32200,SH,SOLE,32200,0,0
681,COMPASS DIVERSIFIED,SH BEN INT,20451Q104,218551,9735,SH,SOLE,9735,0,0
682,COMPASS MINERALS INTL INC,COM,20451N101,199471,7878,SH,OTR,0,7878,0
683,COMPASS MINERALS INTL INC,COM,20451N101,2101611,83002,SH,SOLE,83002,0,0
684,COMSTOCK RES INC,COM,205768302,2037385,230213,SH,SOLE,230213,0,0
685,COMTECH TELECOMMUNICATIONS C,COM NEW,205826209,7654448,908001,SH,SOLE,908001,0,0
686,CONFLUENT INC,CLASS A COM,20717M103,50989,2179,SH,OTR,0,2179,0
687,CONFLUENT INC,CLASS A COM,20717M103,428735,18322,SH,SOLE,18322,0,0
688,CONMED CORP,COM,207410101,4349847,39721,SH,SOLE,39721,0,0
689,CONOCOPHILLIPS,COM,20825C104,2111545,18192,SH,SOLE,18192,0,0
690,CONOCOPHILLIPS,COM,20825C104,5884749,50700,SH,SOLE,50700,0,0
691,CONOCOPHILLIPS,COM,20825C104,6163317,53100,SH,SOLE,53100,0,0
692,CONSENSUS CLOUD SOLUTIONS IN,COM,20848V105,2621,100,SH,OTR,0,100,0
693,CONSENSUS CLOUD SOLUTIONS IN,COM,20848V105,815262,31105,SH,SOLE,31105,0,0
694,CONSOLIDATED COMM HLDGS INC,COM,209034107,150641,34630,SH,SOLE,34630,0,0
695,CONSTELLATION BRANDS INC,CL A,21036P108,19824,82,SH,OTR,0,82,0
696,CONSTELLATION BRANDS INC,CL A,21036P108,81284570,336234,SH,SOLE,336234,0,0
697,CONSTELLATION ENERGY CORP,COM,21037T109,8193755,70098,SH,SOLE,70098,0,0
698,CONSTELLIUM SE,CL A SHS,F21107101,24870,1246,SH,OTR,0,1246,0
699,CONSTELLIUM SE,CL A SHS,F21107101,1514585,75881,SH,SOLE,75881,0,0
700,COOPER COS INC,COM NEW,216648402,8772239,23180,SH,SOLE,23180,0,0
701,COPA HOLDINGS SA,CL A,P31076105,20608194,193850,SH,SOLE,193850,0,0
702,COPT DEFENSE PROPERTIES,SHS BEN INT,22002T108,53977,2106,SH,OTR,0,2106,0
703,COPT DEFENSE PROPERTIES,SHS BEN INT,22002T108,42389995,1653921,SH,SOLE,1653921,0,0
704,CORCEPT THERAPEUTICS INC,COM,218352102,17896,551,SH,SOLE,551,0,0
705,CORCEPT THERAPEUTICS INC,COM,218352102,209236,6442,SH,OTR,0,6442,0
706,CORE & MAIN INC,CL A,21874C102,180471,4466,SH,OTR,0,4466,0
707,CORE & MAIN INC,CL A,21874C102,14959055,370182,SH,SOLE,370182,0,0
708,CORE LABORATORIES INC,COM,21867A105,217924,12340,SH,SOLE,12340,0,0
709,COREBRIDGE FINL INC,COM,21871X109,105727788,4881246,SH,SOLE,4881246,0,0
710,CORECIVIC INC,COM,21871N101,22231,1530,SH,OTR,0,1530,0
711,CORECIVIC INC,COM,21871N101,347717,23931,SH,SOLE,23931,0,0
712,CORNING INC,COM,219350105,313544,10297,SH,SOLE,10297,0,0
713,CORNING INC,COM,219350105,6851250,225000,SH,SOLE,225000,0,0
714,CORTEVA INC,COM,22052L104,809081,16884,SH,OTR,0,16884,0
715,CORTEVA INC,COM,22052L104,5222465,108983,SH,SOLE,108983,0,0
716,CORVEL CORP,COM,221006109,1057317,4277,SH,SOLE,4277,0,0
717,COSTAR GROUP INC,COM,22160N109,16452391,188264,SH,SOLE,188264,0,0
718,COSTCO WHSL CORP NEW,COM,22160K105,6110361,9257,SH,SOLE,9257,0,0
719,COSTCO WHSL CORP NEW,COM,22160K105,35248272,53400,SH,SOLE,53400,0,0
720,COSTCO WHSL CORP NEW,COM,22160K105,120926656,183200,SH,SOLE,183200,0,0
721,COTERRA ENERGY INC,COM,127097103,17736,695,SH,OTR,0,695,0
722,COTERRA ENERGY INC,COM,127097103,54607492,2139792,SH,SOLE,2139792,0,0
723,COUCHBASE INC,COM,22207T101,4234,188,SH,OTR,0,188,0
724,COUCHBASE INC,COM,22207T101,2316542,102866,SH,SOLE,102866,0,0
725,COUPANG INC,CL A,22266T109,2976774,183865,SH,SOLE,183865,0,0
726,COUPANG INC,CL A,22266T109,3642750,225000,SH,SOLE,225000,0,0
727,COURSERA INC,COM,22266M104,281640,14540,SH,OTR,0,14540,0
728,COUSINS PPTYS INC,COM NEW,222795502,337832,13874,SH,OTR,0,13874,0
729,COUSINS PPTYS INC,COM NEW,222795502,67383999,2767310,SH,SOLE,2767310,0,0
730,CRANE NXT CO,COM,224441105,9099,160,SH,OTR,0,160,0
731,CRANE NXT CO,COM,224441105,2021501,35546,SH,SOLE,35546,0,0
732,CREDICORP LTD,COM,G2519Y108,2894998,19309,SH,SOLE,19309,0,0
733,CREDIT ACCEP CORP MICH,COM,225310101,955718,1794,SH,SOLE,1794,0,0
734,CREDO TECHNOLOGY GROUP HOLDI,ORDINARY SHARES,G25457105,189502,9733,SH,OTR,0,9733,0
735,CREDO TECHNOLOGY GROUP HOLDI,ORDINARY SHARES,G25457105,1944118,99852,SH,SOLE,99852,0,0
736,CRESCENT PT ENERGY CORP,COM,22576C101,40755,5881,SH,OTR,0,5881,0
737,CRESCENT PT ENERGY CORP,COM,22576C101,7324336,1056755,SH,SOLE,1056755,0,0
738,CRH PLC,ORD,G25508105,185803320,2686572,SH,SOLE,2686572,0,0
739,CRICUT INC,COM CL A,22658D100,285657,43347,SH,SOLE,43347,0,0
740,CROCS INC,COM,227046109,2615480,28000,SH,SOLE,28000,0,0
741,CROCS INC,COM,227046109,2615480,28000,SH,SOLE,28000,0,0
742,CROSS CTRY HEALTHCARE INC,COM,227483104,610080,26947,SH,SOLE,26947,0,0
743,CROWDSTRIKE HLDGS INC,CL A,22788C105,255,1,SH,OTR,0,1,0
744,CROWDSTRIKE HLDGS INC,CL A,22788C105,1608516,6300,SH,SOLE,6300,0,0
745,CROWDSTRIKE HLDGS INC,CL A,22788C105,1684346,6597,SH,SOLE,6597,0,0
746,CROWDSTRIKE HLDGS INC,CL A,22788C105,3114904,12200,SH,SOLE,12200,0,0
747,CROWN CASTLE INC,COM,22822V101,199048,1728,SH,OTR,0,1728,0
748,CROWN CASTLE INC,COM,22822V101,190032168,1649728,SH,SOLE,1649728,0,0
749,CROWN HLDGS INC,COM,228368106,57303279,622253,SH,SOLE,622253,0,0
750,CRYOPORT INC,COM PAR $0.001,229050307,5111700,330000,SH,SOLE,330000,0,0
751,CRYOPORT INC,COM PAR $0.001,229050307,6908726,446012,SH,SOLE,446012,0,0
752,CS DISCO INC,COM,126327105,31787,4188,SH,OTR,0,4188,0
753,CS DISCO INC,COM,126327105,182957,24105,SH,SOLE,24105,0,0
754,CSG SYS INTL INC,COM,126349109,1390856,26139,SH,SOLE,26139,0,0
755,CSX CORP,COM,126408103,321044,9260,SH,SOLE,9260,0,0
756,CSX CORP,COM,126408103,1213450,35000,SH,SOLE,35000,0,0
757,CSX CORP,COM,126408103,1802840,52000,SH,SOLE,52000,0,0
758,CTO RLTY GROWTH INC NEW,COM,22948Q101,236710,13659,SH,SOLE,13659,0,0
759,CUBESMART,COM,229663109,12982867,280105,SH,SOLE,280105,0,0
760,CUREVAC N V,COM,N2451R105,110795,26317,SH,SOLE,26317,0,0
761,CUSHMAN WAKEFIELD PLC,SHS,G2717B108,28447,2634,SH,OTR,0,2634,0
762,CUSHMAN WAKEFIELD PLC,SHS,G2717B108,37362913,3459529,SH,SOLE,3459529,0,0
763,CUTERA INC,COM,232109108,1145636,325003,SH,SOLE,325003,0,0
764,CVR ENERGY INC,COM,12662P108,637058,21025,SH,SOLE,21025,0,0
765,CVRX INC,COM,126638105,12796332,407008,SH,SOLE,407008,0,0
766,CVS HEALTH CORP,COM,126650100,409644,5188,SH,OTR,0,5188,0
767,CVS HEALTH CORP,COM,126650100,680319,8616,SH,SOLE,8616,0,0
768,CVS HEALTH CORP,COM,126650100,868560,11000,SH,SOLE,11000,0,0
769,CVS HEALTH CORP,COM,126650100,7896000,100000,SH,SOLE,100000,0,0
770,CYBERARK SOFTWARE LTD,SHS,M2682V108,21435138,97855,SH,SOLE,97855,0,0
771,CYTEK BIOSCIENCES INC,COM,23285D109,263814,28927,SH,SOLE,28927,0,0
772,CYTOKINETICS INC,COM NEW,23282W605,5259870,63000,SH,SOLE,63000,0,0
773,CYTOKINETICS INC,COM NEW,23282W605,28394949,340100,SH,SOLE,340100,0,0
774,CYTOKINETICS INC,COM NEW,23282W605,34492808,413137,SH,SOLE,413137,0,0
775,CYTOKINETICS INC,NOTE  3.500% 7/0,23282WAC4,36964462,21000000,PRN,SOLE,21000000,0,0
776,D R HORTON INC,COM,23331A109,805494,5300,SH,SOLE,5300,0,0
777,D R HORTON INC,COM,23331A109,44510991,292874,SH,SOLE,292874,0,0
778,DANAHER CORPORATION,COM,235851102,223706,967,SH,OTR,0,967,0
779,DANAHER CORPORATION,COM,235851102,401606,1736,SH,SOLE,1736,0,0
780,DANAHER CORPORATION,COM,235851102,1156700,5000,SH,SOLE,5000,0,0
781,DANAHER CORPORATION,COM,235851102,1295504,5600,SH,SOLE,5600,0,0
782,DANAOS CORPORATION,SHS,Y1968P121,20708213,279614,SH,SOLE,279614,0,0
783,DAQO NEW ENERGY CORP,SPNSRD ADS NEW,23703Q203,984546,37013,SH,SOLE,37013,0,0
784,DARLING INGREDIENTS INC,COM,237266101,15450,310,SH,OTR,0,310,0
785,DARLING INGREDIENTS INC,COM,237266101,92645333,1858855,SH,SOLE,1858855,0,0
786,DASEKE INC,COM,23753F107,2536823,313188,SH,SOLE,313188,0,0
787,DATADOG INC,CL A COM,23804L103,279174,2300,SH,SOLE,2300,0,0
788,DATADOG INC,CL A COM,23804L103,59321805,488728,SH,SOLE,488728,0,0
789,DAY ONE BIOPHARMACEUTICALS I,COM,23954D109,227833,15605,SH,SOLE,15605,0,0
790,DBX ETF TR,XTRACK HRVST CSI,233051879,1814123,75873,SH,SOLE,75873,0,0
791,DEERE & CO,COM,244199105,43186,108,SH,OTR,0,108,0
792,DEERE & CO,COM,244199105,8357283,20900,SH,SOLE,20900,0,0
793,DEERE & CO,COM,244199105,57661254,144200,SH,SOLE,144200,0,0
794,DEERE & CO,COM,244199105,325418605,813811,SH,SOLE,813811,0,0
795,DELEK US HLDGS INC NEW,COM,24665A103,7055397,273465,SH,SOLE,273465,0,0
796,DELL TECHNOLOGIES INC,CL C,24703L202,67810289,886409,SH,SOLE,886409,0,0
797,DELTA AIR LINES INC DEL,COM NEW,247361702,3745413,93100,SH,SOLE,93100,0,0
798,DELTA AIR LINES INC DEL,COM NEW,247361702,6002316,149200,SH,SOLE,149200,0,0
799,DELTA AIR LINES INC DEL,COM NEW,247361702,84557948,2101863,SH,SOLE,2101863,0,0
800,DELUXE CORP,COM,248019101,267267,12460,SH,SOLE,12460,0,0
801,DENALI THERAPEUTICS INC,COM,24823R105,5592197,260587,SH,SOLE,260587,0,0
802,DENNYS CORP,COM,24869P104,30714,2823,SH,OTR,0,2823,0
803,DENNYS CORP,COM,24869P104,3858004,354596,SH,SOLE,354596,0,0
804,DENTSPLY SIRONA INC,COM,24906P109,2047849,57540,SH,SOLE,57540,0,0
805,DESCARTES SYS GROUP INC,COM,249906108,874476,10403,SH,SOLE,10403,0,0
806,DESPEGAR COM CORP,ORD SHS,G27358103,2075704,219419,SH,SOLE,219419,0,0
807,DEVON ENERGY CORP NEW,COM,25179M103,280860,6200,SH,SOLE,6200,0,0
808,DEVON ENERGY CORP NEW,COM,25179M103,896442,19789,SH,OTR,0,19789,0
809,DEVON ENERGY CORP NEW,COM,25179M103,14887256,328637,SH,SOLE,328637,0,0
810,DEXCOM INC,COM,252131107,41818,337,SH,SOLE,337,0,0
811,DEXCOM INC,COM,252131107,340875,2747,SH,OTR,0,2747,0
812,DHT HOLDINGS INC,SHS NEW,Y2065G121,2453,250,SH,OTR,0,250,0
813,DHT HOLDINGS INC,SHS NEW,Y2065G121,5315627,541858,SH,SOLE,541858,0,0
814,DIAGEO PLC,SPON ADR NEW,25243Q205,1303948,8952,SH,SOLE,8952,0,0
815,DIAMOND OFFSHORE DRILLING IN,COM,25271C201,155987,11999,SH,OTR,0,11999,0
816,DIAMOND OFFSHORE DRILLING IN,COM,25271C201,24148618,1857586,SH,SOLE,1857586,0,0
817,DICKS SPORTING GOODS INC,COM,253393102,5878000,40000,SH,SOLE,40000,0,0
818,DICKS SPORTING GOODS INC,COM,253393102,10036685,68300,SH,SOLE,68300,0,0
819,DIGIMARC CORP NEW,COM,25381B101,301241,8340,SH,SOLE,8340,0,0
820,DIGITAL RLTY TR INC,COM,253868103,107372365,797833,SH,SOLE,797833,0,0
821,DIGITAL TURBINE INC,COM NEW,25400W102,826932,120544,SH,SOLE,120544,0,0
822,DIGITALBRIDGE GROUP INC,CL A NEW,25401T603,34126561,1945642,SH,SOLE,1945642,0,0
823,DIGITALOCEAN HLDGS INC,COM,25402D102,10315100,281142,SH,SOLE,281142,0,0
824,DILLARDS INC,CL A,254067101,14743720,36526,SH,SOLE,36526,0,0
825,DIME CMNTY BANCSHARES INC,COM,25432X102,382191,14192,SH,SOLE,14192,0,0
826,DIMENSIONAL ETF TRUST,EMGR CRE EQT MNG,25434V302,4962634,205833,SH,SOLE,205833,0,0
827,DIMENSIONAL ETF TRUST,INTERNATNAL VAL,25434V807,2512025,73109,SH,SOLE,73109,0,0
828,DIMENSIONAL ETF TRUST,INTL SMALL CAP V,25434V781,2867627,111213,SH,SOLE,111213,0,0
829,DIMENSIONAL ETF TRUST,US SMALL CAP VAL,25434V815,2261139,77649,SH,SOLE,77649,0,0
830,DIMENSIONAL ETF TRUST,US TARGETED VLU,25434V609,2538633,48512,SH,SOLE,48512,0,0
831,DIODES INC,COM,254543101,3001383,37275,SH,SOLE,37275,0,0
832,DISCOVER FINL SVCS,COM,254709108,214684,1910,SH,OTR,0,1910,0
833,DISCOVER FINL SVCS,COM,254709108,11802000,105000,SH,SOLE,105000,0,0
834,DISCOVER FINL SVCS,COM,254709108,40664297,361782,SH,SOLE,361782,0,0
835,DISH NETWORK CORPORATION,CL A,25470M109,2716597,470814,SH,SOLE,470814,0,0
836,DISNEY WALT CO,COM,254687106,153132,1696,SH,OTR,0,1696,0
837,DISNEY WALT CO,COM,254687106,2013467,22300,SH,SOLE,22300,0,0
838,DISNEY WALT CO,COM,254687106,9200551,101900,SH,SOLE,101900,0,0
839,DISNEY WALT CO,COM,254687106,67649241,749244,SH,SOLE,749244,0,0
840,DLH HLDGS CORP,COM,23335Q100,265876,16881,SH,SOLE,16881,0,0
841,DLOCAL LTD,CLASS A COM,G29018101,275557,15577,SH,SOLE,15577,0,0
842,DOCUSIGN INC,COM,256163106,275491,4634,SH,OTR,0,4634,0
843,DOCUSIGN INC,COM,256163106,20754114,349102,SH,SOLE,349102,0,0
844,DOLE PLC,ORD SHS,G27907107,856613,69700,SH,SOLE,69700,0,0
845,DOLLAR GEN CORP NEW,COM,256677105,137445,1011,SH,OTR,0,1011,0
846,DOLLAR GEN CORP NEW,COM,256677105,15061085,110784,SH,SOLE,110784,0,0
847,DOLLAR TREE INC,COM,256746108,163500,1151,SH,SOLE,1151,0,0
848,DOLLAR TREE INC,COM,256746108,167761,1181,SH,OTR,0,1181,0
849,DOMINION ENERGY INC,COM,25746U109,56329829,1198507,SH,SOLE,1198507,0,0
850,DOMINOS PIZZA INC,COM,25754A201,167778,407,SH,OTR,0,407,0
851,DOMINOS PIZZA INC,COM,25754A201,288561,700,SH,SOLE,700,0,0
852,DOMINOS PIZZA INC,COM,25754A201,16479719,39977,SH,SOLE,39977,0,0
853,DOMO INC,COM CL B,257554105,82896,8056,SH,OTR,0,8056,0
854,DOMO INC,COM CL B,257554105,409192,39766,SH,SOLE,39766,0,0
855,DONNELLEY FINL SOLUTIONS INC,COM,25787G100,1042452,16714,SH,SOLE,16714,0,0
856,DOUBLEVERIFY HLDGS INC,COM,25862V105,14695780,399559,SH,SOLE,399559,0,0
857,DOW INC,COM,260557103,6801037,124016,SH,SOLE,124016,0,0
858,DOW INC,COM,260557103,17230728,314200,SH,SOLE,314200,0,0
859,DOXIMITY INC,CL A,26622P107,26890,959,SH,OTR,0,959,0
860,DOXIMITY INC,CL A,26622P107,7324132,261203,SH,SOLE,261203,0,0
861,DR REDDYS LABS LTD,ADR,256135203,510508,7337,SH,SOLE,7337,0,0
862,DRAFTKINGS INC NEW,COM CL A,26142V105,24182,686,SH,SOLE,686,0,0
863,DRAFTKINGS INC NEW,COM CL A,26142V105,571720,16219,SH,OTR,0,16219,0
864,DRAFTKINGS INC NEW,COM CL A,26142V105,1762500,50000,SH,SOLE,50000,0,0
865,DRAFTKINGS INC NEW,COM CL A,26142V105,14124675,400700,SH,SOLE,400700,0,0
866,DRDGOLD LIMITED,SPON ADR REPSTG,26152H301,98365,12373,SH,SOLE,12373,0,0
867,DT MIDSTREAM INC,COMMON STOCK,23345M107,384258,7012,SH,OTR,0,7012,0
868,DTE ENERGY CO,COM,233331107,61202239,555072,SH,SOLE,555072,0,0
869,DUN & BRADSTREET HLDGS INC,COM,26484T106,4039250,345235,SH,SOLE,345235,0,0
870,DUOLINGO INC,CL A COM,26603R106,377478,1664,SH,OTR,0,1664,0
871,DUPONT DE NEMOURS INC,COM,26614N102,4692730,61000,SH,SOLE,61000,0,0
872,DUPONT DE NEMOURS INC,COM,26614N102,17701593,230100,SH,SOLE,230100,0,0
873,DUPONT DE NEMOURS INC,COM,26614N102,98225147,1276812,SH,SOLE,1276812,0,0
874,DUTCH BROS INC,CL A,26701L100,18332243,578852,SH,SOLE,578852,0,0
875,DXC TECHNOLOGY CO,COM,23355L106,4468912,195405,SH,SOLE,195405,0,0
876,DYNATRACE INC,COM NEW,268150109,3491574,63843,SH,SOLE,63843,0,0
877,E L F BEAUTY INC,COM,26856L103,633797,4391,SH,OTR,0,4391,0
878,E L F BEAUTY INC,COM,26856L103,12477183,86443,SH,SOLE,86443,0,0
879,EAGLE BULK SHIPPING INC,COM,Y2187A150,7082945,127851,SH,SOLE,127851,0,0
880,EAST WEST BANCORP INC,COM,27579R104,18465752,256647,SH,SOLE,256647,0,0
881,EASTERLY GOVT PPTYS INC,COM,27616P103,12935987,962499,SH,SOLE,962499,0,0
882,EASTMAN CHEM CO,COM,277432100,119461,1330,SH,OTR,0,1330,0
883,EASTMAN CHEM CO,COM,277432100,18230047,202962,SH,SOLE,202962,0,0
884,EATON CORP PLC,SHS,G29183103,322699,1340,SH,OTR,0,1340,0
885,EATON CORP PLC,SHS,G29183103,232003098,963388,SH,SOLE,963388,0,0
886,EBAY INC.,COM,278642103,388218,8900,SH,SOLE,8900,0,0
887,EBAY INC.,COM,278642103,13441023,308139,SH,SOLE,308139,0,0
888,ECOLAB INC,COM,278865100,388171,1957,SH,OTR,0,1957,0
889,ECOVYST INC,COM,27923Q109,20624,2111,SH,SOLE,2111,0,0
890,ECOVYST INC,COM,27923Q109,89591,9170,SH,OTR,0,9170,0
891,EDGEWELL PERS CARE CO,COM,28035Q102,1880694,51343,SH,SOLE,51343,0,0
892,EDISON INTL,COM,281020107,93437,1307,SH,OTR,0,1307,0
893,EDISON INTL,COM,281020107,24224387,338850,SH,SOLE,338850,0,0
894,EDITAS MEDICINE INC,COM,28106W103,600942,59323,SH,SOLE,59323,0,0
895,EDWARDS LIFESCIENCES CORP,COM,28176E108,7300023,95738,SH,SOLE,95738,0,0
896,ELANCO ANIMAL HEALTH INC,COM,28414H103,197306,13242,SH,OTR,0,13242,0
897,ELANCO ANIMAL HEALTH INC,COM,28414H103,20329694,1364409,SH,SOLE,1364409,0,0
898,ELASTIC N V,ORD SHS,N14506104,350272,3108,SH,OTR,0,3108,0
899,ELECTRONIC ARTS INC,COM,285512109,169371,1238,SH,OTR,0,1238,0
900,ELECTRONIC ARTS INC,COM,285512109,8606580,62909,SH,SOLE,62909,0,0
901,ELECTRONIC ARTS INC,COM,285512109,14091430,103000,SH,SOLE,103000,0,0
902,ELECTRONIC ARTS INC,COM,285512109,85560974,625400,SH,SOLE,625400,0,0
903,ELEMENT SOLUTIONS INC,COM,28618M106,3294951,142392,SH,SOLE,142392,0,0
904,ELEVANCE HEALTH INC,COM,036752103,591808,1255,SH,SOLE,1255,0,0
905,ELEVANCE HEALTH INC,COM,036752103,707340,1500,SH,SOLE,1500,0,0
906,ELEVANCE HEALTH INC,COM,036752103,1200592,2546,SH,OTR,0,2546,0
907,ELEVANCE HEALTH INC,COM,036752103,2593580,5500,SH,SOLE,5500,0,0
908,ELI LILLY & CO,COM,532457108,1488778,2554,SH,OTR,0,2554,0
909,ELI LILLY & CO,COM,532457108,5887492,10100,SH,SOLE,10100,0,0
910,ELI LILLY & CO,COM,532457108,40104896,68800,SH,SOLE,68800,0,0
911,ELI LILLY & CO,COM,532457108,62082729,106503,SH,SOLE,106503,0,0
912,ELLINGTON FINANCIAL INC,COM,28852N109,5284360,415764,SH,SOLE,415764,0,0
913,ELME COMMUNITIES,SH BEN INT,939653101,555515,38049,SH,OTR,0,38049,0
914,ELME COMMUNITIES,SH BEN INT,939653101,618018,42330,SH,SOLE,42330,0,0
915,EMBECTA CORP,COMMON STOCK,29082K105,69454,3669,SH,OTR,0,3669,0
916,EMBECTA CORP,COMMON STOCK,29082K105,16170422,854222,SH,SOLE,854222,0,0
917,EMCOR GROUP INC,COM,29084Q100,69584,323,SH,OTR,0,323,0
918,EMCOR GROUP INC,COM,29084Q100,3836593,17809,SH,SOLE,17809,0,0
919,EMERSON ELEC CO,COM,291011104,3406550,35000,SH,SOLE,35000,0,0
920,EMPIRE ST RLTY TR INC,CL A,292104106,258035,26629,SH,OTR,0,26629,0
921,EMPIRE ST RLTY TR INC,CL A,292104106,3555309,366905,SH,SOLE,366905,0,0
922,EMPLOYERS HLDGS INC,COM,292218104,21394,543,SH,OTR,0,543,0
923,EMPLOYERS HLDGS INC,COM,292218104,326902,8297,SH,SOLE,8297,0,0
924,ENBRIDGE INC,COM,29250N105,770684,21396,SH,OTR,0,21396,0
925,ENBRIDGE INC,COM,29250N105,21337195,592510,SH,SOLE,592510,0,0
926,ENCORE CAP GROUP INC,COM,292554102,1226780,24173,SH,SOLE,24173,0,0
927,ENCORE WIRE CORP,COM,292562105,19438,91,SH,OTR,0,91,0
928,ENCORE WIRE CORP,COM,292562105,10569996,49485,SH,SOLE,49485,0,0
929,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,4224,178,SH,OTR,0,178,0
930,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,14238000,600000,SH,SOLE,600000,0,0
931,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,35976816,1516090,SH,SOLE,1516090,0,0
932,ENDEAVOUR SILVER CORP,COM,29258Y103,82106,41678,SH,SOLE,41678,0,0
933,ENERGIZER HLDGS INC NEW,COM,29272W109,6648428,209862,SH,SOLE,209862,0,0
934,ENERGY RECOVERY INC,COM,29270J100,245391,13025,SH,SOLE,13025,0,0
935,ENERPLUS CORP,COM,292766102,45943,2995,SH,OTR,0,2995,0
936,ENERPLUS CORP,COM,292766102,26539400,1730079,SH,SOLE,1730079,0,0
937,ENGAGESMART INC,COMMON STOCK,29283F103,32724,1429,SH,OTR,0,1429,0
938,ENGAGESMART INC,COMMON STOCK,29283F103,2979863,130125,SH,SOLE,130125,0,0
939,ENNIS INC,COM,293389102,214674,9798,SH,SOLE,9798,0,0
940,ENOVA INTL INC,COM,29357K103,580505,10486,SH,SOLE,10486,0,0
941,ENPHASE ENERGY INC,COM,29355A107,127912,968,SH,OTR,0,968,0
942,ENPHASE ENERGY INC,COM,29355A107,2761726,20900,SH,SOLE,20900,0,0
943,ENPHASE ENERGY INC,COM,29355A107,18711024,141600,SH,SOLE,141600,0,0
944,ENSTAR GROUP LIMITED,SHS,G3075P101,7359,25,SH,OTR,0,25,0
945,ENSTAR GROUP LIMITED,SHS,G3075P101,568096,1930,SH,SOLE,1930,0,0
946,ENTEGRIS INC,COM,29362U104,41861274,349368,SH,SOLE,349368,0,0
947,ENTERGY CORP NEW,COM,29364G103,1633713,16145,SH,OTR,0,16145,0
948,ENTERGY CORP NEW,COM,29364G103,76111374,752163,SH,SOLE,752163,0,0
949,ENVESTNET INC,COM,29404K106,71111,1436,SH,OTR,0,1436,0
950,ENVESTNET INC,COM,29404K106,3950607,79778,SH,SOLE,79778,0,0
951,ENVISTA HOLDINGS CORPORATION,COM,29415F104,233502,9705,SH,OTR,0,9705,0
952,ENVISTA HOLDINGS CORPORATION,COM,29415F104,30021707,1247785,SH,SOLE,1247785,0,0
953,ENVIVA INC,COM,29415B103,41443,41618,SH,SOLE,41618,0,0
954,EOG RES INC,COM,26875P101,354625,2932,SH,OTR,0,2932,0
955,EOG RES INC,COM,26875P101,25871205,213900,SH,SOLE,213900,0,0
956,EOG RES INC,COM,26875P101,35799507,295986,SH,SOLE,295986,0,0
957,EPAM SYS INC,COM,29414B104,452551,1522,SH,OTR,0,1522,0
958,EPAM SYS INC,COM,29414B104,30532953,102687,SH,SOLE,102687,0,0
959,EPR PPTYS,COM SH BEN INT,26884U109,39245,810,SH,OTR,0,810,0
960,EPR PPTYS,COM SH BEN INT,26884U109,20558498,424324,SH,SOLE,424324,0,0
961,EQT CORP,COM,26884L109,27737699,717478,SH,SOLE,717478,0,0
962,EQUIFAX INC,COM,294429105,5990600,24225,SH,SOLE,24225,0,0
963,EQUINIX INC,COM,29444U700,16943795,21038,SH,SOLE,21038,0,0
964,EQUINOR ASA,SPONSORED ADR,29446M102,1039121,32842,SH,SOLE,32842,0,0
965,EQUITY COMWLTH,COM SH BEN INT,294628102,12831974,668332,SH,SOLE,668332,0,0
