,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
1265,KBR INC,COM,48242W106,317365,4948,SH,SOLE,4948,0,0
1266,KE HLDGS INC,SPONSORED ADS,482497104,2468666,174464,SH,SOLE,174464,0,0
1267,KEMPER CORP,COM,488401100,1236971,20849,SH,SOLE,20849,0,0
1268,KENNAMETAL INC,COM,489170100,5162487,219307,SH,SOLE,219307,0,0
1269,KEROS THERAPEUTICS INC,COM,492327101,4050665,88636,SH,SOLE,88636,0,0
1270,KEURIG DR PEPPER INC,COM,49271V100,40077996,1199940,SH,SOLE,1199940,0,0
1271,KFORCE INC,COM,493732101,889267,14313,SH,SOLE,14313,0,0
1272,KIMBERLY-CLARK CORP,COM,494368103,248069,1795,SH,SOLE,1795,0,0
1273,KIMBERLY-CLARK CORP,COM,494368103,469880,3400,SH,SOLE,3400,0,0
1274,KINDER MORGAN INC DEL,COM,49456B101,761299,38314,SH,SOLE,38314,0,0
1275,KINSALE CAP GROUP INC,COM,49714P108,14194486,36842,SH,SOLE,36842,0,0
1276,KITE RLTY GROUP TR,COM NEW,49803T300,16236265,725481,SH,SOLE,725481,0,0
1277,KKR & CO INC,COM,48251W104,673536,6400,SH,SOLE,6400,0,0
1278,KKR & CO INC,COM,48251W104,726156,6900,SH,SOLE,6900,0,0
1279,KKR & CO INC,COM,48251W104,1124910,10689,SH,SOLE,10689,0,0
1280,KKR REAL ESTATE FIN TR INC,COM,48251K100,10546173,1165323,SH,SOLE,1165323,0,0
1281,KLA CORP,COM NEW,482480100,275386,334,SH,SOLE,334,0,0
1282,KLA CORP,COM NEW,482480100,329804,400,SH,SOLE,400,0,0
1283,KNIGHT-SWIFT TRANSN HLDGS IN,CL A,499049104,97481130,1952747,SH,SOLE,1952747,0,0
1284,KNOWLES CORP,COM,49926D109,512329,29683,SH,SOLE,29683,0,0
1285,KODIAK SCIENCES INC,COM,50015M109,23587,10037,SH,SOLE,10037,0,0
1286,KOHLS CORP,COM,500255104,1852994,80600,SH,SOLE,80600,0,0
1287,KOHLS CORP,COM,500255104,2995597,130300,SH,SOLE,130300,0,0
1288,KOHLS CORP,COM,500255104,4273657,185892,SH,SOLE,185892,0,0
1289,KONINKLIJKE PHILIPS N V,NY REGIS SHS NEW,500472303,2139707,84909,SH,SOLE,84909,0,0
1290,KOPPERS HOLDINGS INC,COM,50060P106,204222,5521,SH,SOLE,5521,0,0
1291,KORN FERRY,COM NEW,500643200,6639810,98895,SH,SOLE,98895,0,0
1292,KORNIT DIGITAL LTD,SHS,M6372Q113,209762,14328,SH,SOLE,14328,0,0
1293,KORU MEDICAL SYSTEMS INC,COM,759910102,34980,13200,SH,SOLE,13200,0,0
1294,KOSMOS ENERGY LTD,COM,500688106,14491421,2615780,SH,SOLE,2615780,0,0
1295,KRANESHARES TRUST,CSI CHI INTERNET,500767306,5268711,194993,SH,SOLE,194993,0,0
1296,KRANESHARES TRUST,CSI CHI INTERNET,500767306,20470352,757600,SH,SOLE,757600,0,0
1297,KRANESHARES TRUST,CSI CHI INTERNET,500767306,11361910,420500,SH,SOLE,420500,0,0
1298,KRISPY KREME INC,COM,50101L106,1725022,160318,SH,SOLE,160318,0,0
1299,KROGER CO,COM,501044101,441481,8842,SH,SOLE,8842,0,0
1300,KRONOS WORLDWIDE INC,COM,50105F105,172299,13729,SH,SOLE,13729,0,0
1301,KRYSTAL BIOTECH INC,COM,501147102,2754600,15000,SH,SOLE,15000,0,0
1302,KRYSTAL BIOTECH INC,COM,501147102,10983508,59810,SH,SOLE,59810,0,0
1303,KT CORP,SPONSORED ADR,48268K101,425000,31090,SH,SOLE,31090,0,0
1304,KULICKE & SOFFA INDS INC,COM,501242101,448613,9120,SH,SOLE,9120,0,0
1305,KYNDRYL HLDGS INC,COMMON STOCK,50155Q100,1977381,75157,SH,SOLE,75157,0,0
1306,L3HARRIS TECHNOLOGIES INC,COM,502431109,139421510,620810,SH,SOLE,620810,0,0
1307,LADDER CAP CORP,CL A,505743104,1135763,100599,SH,SOLE,100599,0,0
1308,LAKELAND FINL CORP,COM,511656100,1405547,22847,SH,SOLE,22847,0,0
1309,LAM RESEARCH CORP,COM,512807108,768822,722,SH,SOLE,722,0,0
1310,LAM RESEARCH CORP,COM,512807108,15440325,14500,SH,SOLE,14500,0,0
1311,LAM RESEARCH CORP,COM,512807108,21509970,20200,SH,SOLE,20200,0,0
1312,LAMAR ADVERTISING CO NEW,CL A,512816109,394808,3303,SH,SOLE,3303,0,0
1313,LAMB WESTON HLDGS INC,COM,513272104,7705848,91649,SH,SOLE,91649,0,0
1314,LANCASTER COLONY CORP,COM,513847103,1316743,6968,SH,SOLE,6968,0,0
1315,LANDBRIDGE COMPANY LLC,CL A,514952100,6366829,275025,SH,SOLE,275025,0,0
1316,LANDSEA HOMES CORP,COM,51509P103,210589,22915,SH,SOLE,22915,0,0
1317,LANDSTAR SYS INC,COM,515098101,57603511,312248,SH,SOLE,312248,0,0
1318,LANTHEUS HLDGS INC,COM,516544103,1372959,17100,SH,SOLE,17100,0,0
1319,LANTHEUS HLDGS INC,COM,516544103,1525510,19000,SH,SOLE,19000,0,0
1320,LANTHEUS HLDGS INC,COM,516544103,35973613,448046,SH,SOLE,448046,0,0
1321,LAS VEGAS SANDS CORP,COM,517834107,1291348,29183,SH,SOLE,29183,0,0
1322,LAS VEGAS SANDS CORP,COM,517834107,14270625,322500,SH,SOLE,322500,0,0
1323,LAUDER ESTEE COS INC,CL A,518439104,3489920,32800,SH,SOLE,32800,0,0
1324,LAUDER ESTEE COS INC,CL A,518439104,3941056,37040,SH,SOLE,37040,0,0
1325,LAUDER ESTEE COS INC,CL A,518439104,6745760,63400,SH,SOLE,63400,0,0
1326,LCI INDS,COM,50189K103,3794770,36707,SH,SOLE,36707,0,0
1327,LEAP THERAPEUTICS INC,COM NEW,52187K200,6076000,3100000,SH,SOLE,3100000,0,0
1328,LEGACY HOUSING CORP,COM,52472M101,203455,8869,SH,SOLE,8869,0,0
1329,LEGALZOOM COM INC,COM,52466B103,3625688,432144,SH,SOLE,432144,0,0
1330,LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,20017530,451965,SH,SOLE,451965,0,0
1331,LEGGETT & PLATT INC,COM,524660107,3178156,277326,SH,SOLE,277326,0,0
1332,LEIDOS HOLDINGS INC,COM,525327102,30487753,208992,SH,SOLE,208992,0,0
1333,LEMONADE INC,COM,52567D107,13035000,790000,SH,SOLE,790000,0,0
1334,LENDINGCLUB CORP,COM NEW,52603A208,12994425,1535984,SH,SOLE,1535984,0,0
1335,LENNAR CORP,CL A,526057104,341404,2278,SH,SOLE,2278,0,0
1336,LENNAR CORP,CL A,526057104,3417036,22800,SH,SOLE,22800,0,0
1337,LENNAR CORP,CL A,526057104,5994800,40000,SH,SOLE,40000,0,0
1338,LENNOX INTL INC,COM,526107107,100721755,188272,SH,SOLE,188272,0,0
1339,LEONARDO DRS INC,COM,52661A108,2137585,83794,SH,SOLE,83794,0,0
1340,LEVI STRAUSS & CO NEW,CL A COM STK,52736R102,36955345,1916771,SH,SOLE,1916771,0,0
1341,LGI HOMES INC,COM,50187T106,5011082,55996,SH,SOLE,55996,0,0
1342,LI AUTO INC,SPONSORED ADS,50202M102,900249,100000,SH,SOLE,100000,0,0
1343,LI AUTO INC,SPONSORED ADS,50202M102,3150992,176230,SH,SOLE,176230,0,0
1344,LIBERTY BROADBAND CORP,COM SER A,530307107,423969,7765,SH,SOLE,7765,0,0
1345,LIBERTY BROADBAND CORP,COM SER C,530307305,21853280,398637,SH,SOLE,398637,0,0
1346,LIBERTY MEDIA CORP DEL,COM LBTY ONE S C,531229755,1008562,14039,SH,SOLE,14039,0,0
1347,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,531229813,1990333,89857,SH,SOLE,89857,0,0
1348,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,531229789,2216000,100000,SH,SOLE,100000,0,0
1349,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,531229789,63199278,2851953,SH,SOLE,2851953,0,0
1350,LIFE TIME GROUP HOLDINGS INC,COMMON STOCK,53190C102,2266191,120350,SH,SOLE,120350,0,0
1351,LIFE360 INC,COM,532206109,847938,26179,SH,SOLE,26179,0,0
1352,LIFEMD INC,COM,53216B104,572659,83478,SH,SOLE,83478,0,0
1353,LINCOLN NATL CORP IND,COM,534187109,30255075,972832,SH,SOLE,972832,0,0
1354,LINDE PLC,SHS,G54950103,5748411,13100,SH,SOLE,13100,0,0
1355,LINDE PLC,SHS,G54950103,11071176,25230,SH,SOLE,25230,0,0
1356,LINDE PLC,SHS,G54950103,70867815,161500,SH,SOLE,161500,0,0
1357,LINDSAY CORP,COM,535555106,868393,7067,SH,SOLE,7067,0,0
1358,LIONS GATE ENTMNT CORP,CL B NON VTG,535919500,6386921,745265,SH,SOLE,745265,0,0
1359,LIQUIDIA CORPORATION,COM NEW,53635D202,123000,10250,SH,SOLE,10250,0,0
1360,LITHIA MTRS INC,COM,536797103,36621407,145064,SH,SOLE,145064,0,0
1361,LITHIUM AMERICAS ARGENTINA C,COM SHS,53681K100,579197,180999,SH,SOLE,180999,0,0
1362,LITTELFUSE INC,COM,537008104,13678154,53516,SH,SOLE,53516,0,0
1363,LIVANOVA PLC,SHS,G5509L101,2137816,38997,SH,SOLE,38997,0,0
1364,LIVE NATION ENTERTAINMENT IN,COM,538034109,7843038,83668,SH,SOLE,83668,0,0
1365,LIVE NATION ENTERTAINMENT IN,COM,538034109,14576570,155500,SH,SOLE,155500,0,0
1366,LIVE NATION ENTERTAINMENT IN,NOTE  2.000% 2/1,538034AU3,24411870,23689000,PRN,SOLE,23689000,0,0
1367,LIVERAMP HLDGS INC,COM,53815P108,1122998,36296,SH,SOLE,36296,0,0
1368,LKQ CORP,COM,501889208,6869711,165177,SH,SOLE,165177,0,0
1369,LOAR HOLDINGS INC,COM SHS,53947R105,2508294,46963,SH,SOLE,46963,0,0
1370,LOCKHEED MARTIN CORP,COM,539830109,560520,1200,SH,SOLE,1200,0,0
1371,LOCKHEED MARTIN CORP,COM,539830109,136766880,292800,SH,SOLE,292800,0,0
1372,LOCKHEED MARTIN CORP,COM,539830109,215701642,461789,SH,SOLE,461789,0,0
1373,LOTTERY COM INC,*W EXP 10/15/202,54570M116,2500,250000,SH,SOLE,250000,0,0
1374,LOVESAC COMPANY,COM,54738L109,299750,13275,SH,SOLE,13275,0,0
1375,LOWES COS INC,COM,548661107,1863107,8451,SH,SOLE,8451,0,0
1376,LOWES COS INC,COM,548661107,11948932,54200,SH,SOLE,54200,0,0
1377,LOWES COS INC,COM,548661107,23986048,108800,SH,SOLE,108800,0,0
1378,LPL FINL HLDGS INC,COM,50212V100,19830300,71000,SH,SOLE,71000,0,0
1379,LTC PPTYS INC,COM,502175102,17218226,499079,SH,SOLE,499079,0,0
1380,LUCID GROUP INC,COM,549498103,1000173,383208,SH,SOLE,383208,0,0
1381,LUCID GROUP INC,COM,549498103,28575063,10948300,SH,SOLE,10948300,0,0
1382,LULULEMON ATHLETICA INC,COM,550021109,2837650,9500,SH,SOLE,9500,0,0
1383,LULULEMON ATHLETICA INC,COM,550021109,6690880,22400,SH,SOLE,22400,0,0
1384,LUMENTUM HLDGS INC,COM,55024U109,6453855,126745,SH,SOLE,126745,0,0
1385,LUMENTUM HLDGS INC,COM,55024U109,6492300,127500,SH,SOLE,127500,0,0
1386,LYELL IMMUNOPHARMA INC,COM,55083R104,1428737,985336,SH,SOLE,985336,0,0
1387,LYFT INC,CL A COM,55087P104,1910550,135500,SH,SOLE,135500,0,0
1388,LYFT INC,CL A COM,55087P104,2023576,143516,SH,SOLE,143516,0,0
1389,LYFT INC,CL A COM,55087P104,5851500,415000,SH,SOLE,415000,0,0
1390,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,9913246,103630,SH,SOLE,103630,0,0
1391,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,21896574,228900,SH,SOLE,228900,0,0
1392,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,68951728,720800,SH,SOLE,720800,0,0
1393,M & T BK CORP,COM,55261F104,1135200,7500,SH,SOLE,7500,0,0
1394,M & T BK CORP,COM,55261F104,1135200,7500,SH,SOLE,7500,0,0
1395,M & T BK CORP,COM,55261F104,80361716,530931,SH,SOLE,530931,0,0
1396,M/I HOMES INC,COM,55305B101,7453349,61023,SH,SOLE,61023,0,0
1397,MACATAWA BK CORP,COM,554225102,2454289,168102,SH,SOLE,168102,0,0
1398,MACERICH CO,COM,554382101,2394482,155083,SH,SOLE,155083,0,0
1399,MACYS INC,COM,55616P104,3519360,183300,SH,SOLE,183300,0,0
1400,MACYS INC,COM,55616P104,15335040,798700,SH,SOLE,798700,0,0
1401,MACYS INC,COM,55616P104,37053370,1929863,SH,SOLE,1929863,0,0
1402,MADDEN STEVEN LTD,COM,556269108,10248190,242274,SH,SOLE,242274,0,0
1403,MADISON SQUARE GARDEN ENTMT,COM CL A,558256103,22831513,667003,SH,SOLE,667003,0,0
1404,MADISON SQUARE GRDN SPRT COR,CL A,55825T103,20632029,109669,SH,SOLE,109669,0,0
1405,MADRIGAL PHARMACEUTICALS INC,COM,558868105,685832,2448,SH,SOLE,2448,0,0
1406,MAG SILVER CORP,COM,55903Q104,248653,21307,SH,SOLE,21307,0,0
1407,MAGNITE INC,COM,55955D100,281416,21175,SH,SOLE,21175,0,0
1408,MAGNOLIA OIL & GAS CORP,CL A,559663109,1099781,43401,SH,SOLE,43401,0,0
1409,MAIN STR CAP CORP,COM,56035L104,1623304,32151,SH,SOLE,32151,0,0
1410,MALIBU BOATS INC,COM CL A,56117J100,214410,6119,SH,SOLE,6119,0,0
1411,MANCHESTER UTD PLC NEW,ORD CL A,G5784H106,350916,21742,SH,SOLE,21742,0,0
1412,MANHATTAN ASSOCIATES INC,COM,562750109,10872914,44077,SH,SOLE,44077,0,0
1413,MANULIFE FINL CORP,COM,56501R106,1371729,51530,SH,SOLE,51530,0,0
1414,MAPLEBEAR INC,COM,565394103,70585161,2196178,SH,SOLE,2196178,0,0
1415,MARATHON OIL CORP,COM,565849106,3053355,106500,SH,SOLE,106500,0,0
1416,MARATHON OIL CORP,COM,565849106,3861849,134700,SH,SOLE,134700,0,0
1417,MARATHON OIL CORP,COM,565849106,124648530,4347699,SH,SOLE,4347699,0,0
1418,MARATHON PETE CORP,COM,56585A102,763312,4400,SH,SOLE,4400,0,0
1419,MARATHON PETE CORP,COM,56585A102,886309,5109,SH,SOLE,5109,0,0
1420,MARAVAI LIFESCIENCES HLDGS I,COM CL A,56600D107,382616,53438,SH,SOLE,53438,0,0
1421,MARCUS & MILLICHAP INC,COM,566324109,4139175,131319,SH,SOLE,131319,0,0
1422,MARCUS CORP DEL,COM,566330106,347717,30582,SH,SOLE,30582,0,0
1423,MAREX GROUP PLC,ORD,G5S37H101,4119220,205961,SH,SOLE,205961,0,0
1424,MARKETAXESS HLDGS INC,COM,57060D108,48310685,240915,SH,SOLE,240915,0,0
1425,MARQETA INC,CLASS A COM,57142B104,1414404,258103,SH,SOLE,258103,0,0
1426,MARRIOTT INTL INC NEW,CL A,571903202,16343652,67600,SH,SOLE,67600,0,0
1427,MARRIOTT INTL INC NEW,CL A,571903202,28047254,116008,SH,SOLE,116008,0,0
1428,MARRIOTT VACATIONS WORLDWIDE,COM,57164Y107,10095502,115615,SH,OTR,115615,0,0
1429,MARRIOTT VACATIONS WORLDWIDE,COM,57164Y107,11561081,132399,SH,SOLE,132399,0,0
1430,MARSH & MCLENNAN COS INC,COM,571748102,104667785,496715,SH,SOLE,496715,0,0
1431,MARTEN TRANS LTD,COM,573075108,1406093,76211,SH,SOLE,76211,0,0
1432,MARTIN MARIETTA MATLS INC,COM,573284106,3991441,7367,SH,SOLE,7367,0,0
1433,MARVELL TECHNOLOGY INC,COM,573874104,328530,4700,SH,SOLE,4700,0,0
1434,MARVELL TECHNOLOGY INC,COM,573874104,2796000,40000,SH,SOLE,40000,0,0
1435,MARVELL TECHNOLOGY INC,COM,573874104,3970320,56800,SH,SOLE,56800,0,0
1436,MASCO CORP,COM,574599106,611031,9165,SH,SOLE,9165,0,0
1437,MASIMO CORP,COM,574795100,17092451,135719,SH,SOLE,135719,0,0
1438,MASTEC INC,COM,576323109,81034975,757407,SH,SOLE,757407,0,0
1439,MASTERCARD INCORPORATED,CL A,57636Q104,31807636,72100,SH,SOLE,72100,0,0
1440,MASTERCARD INCORPORATED,CL A,57636Q104,154374236,349928,SH,SOLE,349928,0,0
1441,MASTERCARD INCORPORATED,CL A,57636Q104,167111408,378800,SH,SOLE,378800,0,0
1442,MATADOR RES CO,COM,576485205,941322,15794,SH,SOLE,15794,0,0
1443,MATCH GROUP INC NEW,COM,57667L107,388044,12773,SH,SOLE,12773,0,0
1444,MATIV HOLDINGS INC,COM,808541106,811994,47877,SH,SOLE,47877,0,0
1445,MATSON INC,COM,57686G105,28128558,214771,SH,SOLE,214771,0,0
1446,MATTERPORT INC,COM CL A,577096100,458644,102605,SH,SOLE,102605,0,0
1447,MATTHEWS INTL CORP,CL A,577128101,539251,21527,SH,SOLE,21527,0,0
1448,MAXEON SOLAR TECHNOLOGIES LT,SHS,Y58473102,17930,21020,SH,SOLE,21020,0,0
1449,MAXLINEAR INC,COM,57776J100,1088124,54028,SH,SOLE,54028,0,0
1450,MBIA INC,COM,55262C100,81428,14832,SH,SOLE,14832,0,0
1451,MCCORMICK & CO INC,COM NON VTG,579780206,13255565,186856,SH,SOLE,186856,0,0
1452,MCDONALDS CORP,COM,580135101,1854216,7276,SH,SOLE,7276,0,0
1453,MCDONALDS CORP,COM,580135101,23598184,92600,SH,SOLE,92600,0,0
1454,MCDONALDS CORP,COM,580135101,26426908,103700,SH,SOLE,103700,0,0
1455,MCEWEN MNG INC,COM NEW,58039P305,402268,43820,SH,SOLE,43820,0,0
1456,MCKESSON CORP,COM,58155Q103,452631,775,SH,SOLE,775,0,0
1457,MDU RES GROUP INC,COM,552690109,2736026,109005,SH,SOLE,109005,0,0
1458,MEDIAALPHA INC,CL A,58450V104,1222110,92795,SH,SOLE,92795,0,0
1459,MEDICAL PPTYS TRUST INC,COM,58463J304,184037,42700,SH,SOLE,42700,0,0
1460,MEDICAL PPTYS TRUST INC,COM,58463J304,12368985,2869834,SH,SOLE,2869834,0,0
1461,MEDIWOUND LTD,SHS NEW,M68830112,2364239,152335,SH,SOLE,152335,0,0
1462,MEDPACE HLDGS INC,COM,58506Q109,319596,776,SH,SOLE,776,0,0
1463,MELCO RESORTS AND ENTMNT LTD,ADR,585464100,18971168,2543052,SH,SOLE,2543052,0,0
1464,MERCER INTL INC,COM,588056101,162918,19077,SH,SOLE,19077,0,0
1465,MERCK & CO INC,COM,58933Y105,617514,4988,SH,SOLE,4988,0,0
1466,MERCK & CO INC,COM,58933Y105,1312280,10600,SH,SOLE,10600,0,0
1467,MERCK & CO INC,COM,58933Y105,4444420,35900,SH,SOLE,35900,0,0
1468,MERCURY SYS INC,COM,589378108,500395,18540,SH,SOLE,18540,0,0
1469,MERITAGE HOMES CORP,COM,59001A102,4019059,24832,SH,SOLE,24832,0,0
1470,MERUS N V,COM,N5749R100,34615870,585024,SH,SOLE,585024,0,0
1471,META PLATFORMS INC,CL A,30303M102,18088388,35874,SH,SOLE,35874,0,0
1472,META PLATFORMS INC,CL A,30303M102,44522626,88300,SH,SOLE,88300,0,0
1473,META PLATFORMS INC,CL A,30303M102,64338472,127600,SH,SOLE,127600,0,0
1474,METAL SKY STAR ACQUISITION C,*W EXP 03/31/202,G6053N121,7810,624832,SH,SOLE,624832,0,0
1475,METHANEX CORP,COM,59151K108,9075631,188057,SH,SOLE,188057,0,0
1476,METHODE ELECTRS INC,COM,591520200,465533,44979,SH,SOLE,44979,0,0
1477,METLIFE INC,COM,59156R108,4446326,63347,SH,SOLE,63347,0,0
1478,METLIFE INC,COM,59156R108,35796900,510000,SH,SOLE,510000,0,0
1479,METLIFE INC,COM,59156R108,37586745,535500,SH,SOLE,535500,0,0
1480,METTLER TOLEDO INTERNATIONAL,COM,592688105,9274407,6636,SH,SOLE,6636,0,0
1481,MFA FINL INC,COM,55272X607,3709668,348653,SH,SOLE,348653,0,0
1482,MGE ENERGY INC,COM,55277P104,1149119,15379,SH,SOLE,15379,0,0
1483,MGIC INVT CORP WIS,COM,552848103,25359113,1176757,SH,SOLE,1176757,0,0
1484,MICROCHIP TECHNOLOGY INC.,COM,595017104,594750,6500,SH,SOLE,6500,0,0
1485,MICROCHIP TECHNOLOGY INC.,COM,595017104,8783726,95997,SH,SOLE,95997,0,0
1486,MICRON TECHNOLOGY INC,COM,595112103,1959797,14900,SH,SOLE,14900,0,0
1487,MICRON TECHNOLOGY INC,COM,595112103,32159085,244500,SH,SOLE,244500,0,0
1488,MICRON TECHNOLOGY INC,COM,595112103,43457775,330402,SH,SOLE,330402,0,0
1489,MICROSOFT CORP,COM,594918104,64360800,144000,SH,SOLE,144000,0,0
1490,MICROSOFT CORP,COM,594918104,234716239,525151,SH,SOLE,525151,0,0
1491,MICROSOFT CORP,COM,594918104,531691720,1189600,SH,SOLE,1189600,0,0
1492,MICROSTRATEGY INC,CL A NEW,594972408,1101984,800,SH,SOLE,800,0,0
1493,MICROSTRATEGY INC,CL A NEW,594972408,1523493,1106,SH,SOLE,1106,0,0
1494,MICROSTRATEGY INC,NOTE         2/1,594972AE1,21066763,17500000,PRN,SOLE,17500000,0,0
1495,MICROVAST HOLDINGS INC,COM,59516C106,19031,41725,SH,SOLE,41725,0,0
1496,MID-AMER APT CMNTYS INC,COM,59522J103,93460747,655359,SH,SOLE,655359,0,0
1497,MILLER INDS INC TENN,COM NEW,600551204,434768,7902,SH,SOLE,7902,0,0
1498,MILLERKNOLL INC,COM,600544100,1315493,49660,SH,SOLE,49660,0,0
1499,MIND MEDICINE MINDMED INC,COM NEW,60255C885,127350,17663,SH,SOLE,17663,0,0
1500,MISSION PRODUCE INC,COM,60510V108,266236,26947,SH,SOLE,26947,0,0
1501,MITSUBISHI UFJ FINL GROUP IN,SPONSORED ADS,606822104,150941,13976,SH,SOLE,13976,0,0
1502,MKS INSTRS INC,COM,55306N104,41972329,321430,SH,SOLE,321430,0,0
1503,MODERNA INC,COM,60770K107,1579375,13300,SH,SOLE,13300,0,0
1504,MODERNA INC,COM,60770K107,4794650,40376,SH,SOLE,40376,0,0
1505,MODERNA INC,COM,60770K107,5308125,44700,SH,SOLE,44700,0,0
1506,MOELIS & CO,CL A,60786M105,344628,6061,SH,SOLE,6061,0,0
1507,MOHAWK INDS INC,COM,608190104,800128,7044,SH,SOLE,7044,0,0
1508,MOLINA HEALTHCARE INC,COM,60855R100,292246,983,SH,SOLE,983,0,0
1509,MOLSON COORS BEVERAGE CO,CL B,60871R209,299490,5892,SH,SOLE,5892,0,0
1510,MONARCH CASINO & RESORT INC,COM,609027107,1892515,27778,SH,SOLE,27778,0,0
1511,MONEYLION INC,CL A,60938K304,226797,3084,SH,SOLE,3084,0,0
1512,MONGODB INC,CL A,60937P106,1824708,7300,SH,SOLE,7300,0,0
1513,MONGODB INC,CL A,60937P106,6224004,24900,SH,SOLE,24900,0,0
1514,MONGODB INC,CL A,60937P106,49125639,196534,SH,SOLE,196534,0,0
1515,MONGODB INC,NOTE  0.250% 1/1,60937PAD8,19798382,15002000,PRN,SOLE,15002000,0,0
1516,MONRO INC,COM,610236101,4372273,183247,SH,SOLE,183247,0,0
1517,MONSTER BEVERAGE CORP NEW,COM,61174X109,752447,15064,SH,SOLE,15064,0,0
1518,MONTROSE ENVIRONMENTAL GROUP,COM,615111101,535433,12016,SH,SOLE,12016,0,0
1519,MOODYS CORP,COM,615369105,820814,1950,SH,SOLE,1950,0,0
1520,MOONLAKE IMMUNOTHERAPEUTICS,CLASS A ORD,61559X104,25690044,584263,SH,SOLE,584263,0,0
1521,MORGAN STANLEY,COM NEW,617446448,5153014,53020,SH,SOLE,53020,0,0
1522,MORGAN STANLEY,COM NEW,617446448,12148750,125000,SH,SOLE,125000,0,0
1523,MORGAN STANLEY,COM NEW,617446448,53454500,550000,SH,SOLE,550000,0,0
1524,MORNINGSTAR INC,COM,617700109,6811650,23024,SH,SOLE,23024,0,0
1525,MOSAIC CO NEW,COM,61945C103,105410872,3647435,SH,SOLE,3647435,0,0
1526,MOTOROLA SOLUTIONS INC,COM NEW,620076307,1544200,4000,SH,SOLE,4000,0,0
1527,MOTOROLA SOLUTIONS INC,COM NEW,620076307,2432115,6300,SH,SOLE,6300,0,0
1528,MOTOROLA SOLUTIONS INC,COM NEW,620076307,70858705,183548,SH,SOLE,183548,0,0
1529,MR COOPER GROUP INC,COM,62482R107,3097625,38134,SH,SOLE,38134,0,0
1530,MRC GLOBAL INC,COM,55345K103,1060815,82170,SH,SOLE,82170,0,0
1531,MSC INDL DIRECT INC,CL A,553530106,316050,3985,SH,SOLE,3985,0,0
1532,MSCI INC,COM,55354G100,1170171,2429,SH,SOLE,2429,0,0
1533,MUELLER WTR PRODS INC,COM SER A,624758108,16031071,894591,SH,SOLE,894591,0,0
1534,MULTIPLAN CORPORATION,COM,62548M100,54820,141142,SH,SOLE,141142,0,0
1535,MURPHY OIL CORP,COM,626717102,685986,16634,SH,SOLE,16634,0,0
1536,MURPHY USA INC,COM,626755102,38346901,81683,SH,SOLE,81683,0,0
1537,NANO X IMAGING LTD,ORD SHS,M70700105,658736,89746,SH,SOLE,89746,0,0
1538,NAPCO SEC TECHNOLOGIES INC,COM,630402105,403963,7776,SH,SOLE,7776,0,0
1539,NASDAQ INC,COM,631103108,732762,12160,SH,SOLE,12160,0,0
1540,NATERA INC,COM,632307104,17728264,163711,SH,SOLE,163711,0,0
1541,NATIONAL GRID PLC,SPONSORED ADR NE,636274409,1541950,27147,SH,SOLE,27147,0,0
1542,NATIONAL STORAGE AFFILIATES,COM SHS BEN IN,637870106,40739334,988339,SH,SOLE,988339,0,0
1543,NATIONAL VISION HLDGS INC,COM,63845R107,10767690,822589,SH,SOLE,822589,0,0
1544,NATWEST GROUP PLC,SPONS ADR,639057207,255306,31794,SH,SOLE,31794,0,0
1545,NAVIENT CORPORATION,COM,63938C108,2174390,149340,SH,SOLE,149340,0,0
1546,NAVITAS SEMICONDUCTOR CORP,COM,63942X106,265149,67468,SH,SOLE,67468,0,0
1547,NBT BANCORP INC,COM,628778102,1282987,33238,SH,SOLE,33238,0,0
1548,NCINO INC,COM,63947X101,10993033,349540,SH,SOLE,349540,0,0
1549,NCL CORP LTD,NOTE  5.375% 8/0,62886HAX9,38342315,31499000,PRN,SOLE,31499000,0,0
1550,NCR ATLEOS CORPORATION,COM SHS,63001N106,559800,20718,SH,SOLE,20718,0,0
1551,NCR VOYIX CORPORATION,COM,62886E108,188053,15227,SH,SOLE,15227,0,0
1552,NEKTAR THERAPEUTICS,COM,640268108,327438,264063,SH,SOLE,264063,0,0
1553,NEOGENOMICS INC,COM NEW,64049M209,1588281,114512,SH,SOLE,114512,0,0
1554,NET LEASE OFFICE PROPERTIES,COM,64110Y108,501165,20356,SH,SOLE,20356,0,0
1555,NETAPP INC,COM,64110D104,18392640,142800,SH,SOLE,142800,0,0
1556,NETFLIX INC,COM,64110L106,15724704,23300,SH,SOLE,23300,0,0
1557,NETFLIX INC,COM,64110L106,28209984,41800,SH,SOLE,41800,0,0
1558,NETFLIX INC,COM,64110L106,140906845,208788,SH,SOLE,208788,0,0
1559,NETSCOUT SYS INC,COM,64115T104,3749560,205006,SH,SOLE,205006,0,0
1560,NETSTREIT CORP,COM,64119V303,27604770,1714582,SH,SOLE,1714582,0,0
