,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
1308,KADANT INC,COM,48282T104,619453,1888,SH,SOLE,1888,0,0
1309,KAMAN CORP,COM,483548103,543697,11853,SH,SOLE,11853,0,0
1310,KANZHUN LIMITED,SPONSORED ADS,48553T106,3987374,227460,SH,SOLE,227460,0,0
1311,KB FINL GROUP INC,SPONSORED ADR,48241A105,583757,11211,SH,SOLE,11211,0,0
1312,KB HOME,COM,48666K109,391825,5528,SH,SOLE,5528,0,0
1313,KBR INC,COM,48242W106,52741228,828483,SH,SOLE,828483,0,0
1314,KE HLDGS INC,SPONSORED ADS,482497104,7104177,517420,SH,SOLE,517420,0,0
1315,KENNEDY-WILSON HOLDINGS INC,COM,489398107,2710568,315917,SH,SOLE,315917,0,0
1316,KEROS THERAPEUTICS INC,COM,492327101,1688894,25512,SH,SOLE,25512,0,0
1317,KEURIG DR PEPPER INC,COM,49271V100,40607601,1324017,SH,SOLE,1324017,0,0
1318,KEYCORP,COM,493267108,34305107,2169836,SH,SOLE,2169836,0,0
1319,KFORCE INC,COM,493732101,1452571,20598,SH,SOLE,20598,0,0
1320,KIMBELL RTY PARTNERS LP,UNIT,49435R102,214129,13797,SH,SOLE,13797,0,0
1321,KIMBERLY-CLARK CORP,COM,494368103,439790,3400,SH,SOLE,3400,0,0
1322,KIMBERLY-CLARK CORP,COM,494368103,3324295,25700,SH,SOLE,25700,0,0
1323,KINDER MORGAN INC DEL,COM,49456B101,881842,48083,SH,SOLE,48083,0,0
1324,KINETIK HOLDINGS INC,COM NEW CL A,02215L209,12485131,313146,SH,SOLE,313146,0,0
1325,KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,516926,26200,SH,SOLE,26200,0,0
1326,KINROSS GOLD CORP,COM,496902404,19897850,3245977,SH,SOLE,3245977,0,0
1327,KITE RLTY GROUP TR,COM NEW,49803T300,49966243,2304716,SH,SOLE,2304716,0,0
1328,KKR & CO INC,COM,48251W104,71038447,706288,SH,SOLE,706288,0,0
1329,KKR REAL ESTATE FIN TR INC,COM,48251K100,9915750,985661,SH,SOLE,985661,0,0
1330,KLA CORP,COM NEW,482480100,558856,800,SH,SOLE,800,0,0
1331,KLA CORP,COM NEW,482480100,1079989,1546,SH,SOLE,1546,0,0
1332,KLAVIYO INC,COM SER A,49845K101,1745405,68501,SH,SOLE,68501,0,0
1333,KNOWLES CORP,COM,49926D109,1363171,84669,SH,SOLE,84669,0,0
1334,KOHLS CORP,COM,500255104,1063450,36482,SH,SOLE,36482,0,0
1335,KOHLS CORP,COM,500255104,2253295,77300,SH,SOLE,77300,0,0
1336,KONINKLIJKE PHILIPS N V,NY REGIS SHS NEW,500472303,3863980,193199,SH,SOLE,193199,0,0
1337,KOPIN CORP,COM,500600101,294633,163685,SH,SOLE,163685,0,0
1338,KOPPERS HOLDINGS INC,COM,50060P106,217204,3937,SH,SOLE,3937,0,0
1339,KORN FERRY,COM NEW,500643200,959701,14594,SH,SOLE,14594,0,0
1340,KORRO BIO INC,COM,500946108,339570,3773,SH,SOLE,3773,0,0
1341,KOSMOS ENERGY LTD,COM,500688106,44593739,7482171,SH,SOLE,7482171,0,0
1342,KRAFT HEINZ CO,COM,500754106,1845000,50000,SH,SOLE,50000,0,0
1343,KRAFT HEINZ CO,COM,500754106,1845000,50000,SH,SOLE,50000,0,0
1344,KRAFT HEINZ CO,COM,500754106,37853754,1025847,SH,SOLE,1025847,0,0
1345,KRANESHARES TRUST,CSI CHI INTERNET,500767306,3378113,128690,SH,SOLE,128690,0,0
1346,KRANESHARES TRUST,CSI CHI INTERNET,500767306,15750000,600000,SH,SOLE,600000,0,0
1347,KRANESHARES TRUST,CSI CHI INTERNET,500767306,968625,36900,SH,SOLE,36900,0,0
1348,KRATOS DEFENSE & SEC SOLUTIO,COM NEW,50077B207,6990925,380355,SH,SOLE,380355,0,0
1349,KRISPY KREME INC,COM,50101L106,4265176,279959,SH,SOLE,279959,0,0
1350,KROGER CO,COM,501044101,771312,13501,SH,SOLE,13501,0,0
1351,KROGER CO,COM,501044101,55844575,977500,SH,SOLE,977500,0,0
1352,KRYSTAL BIOTECH INC,COM,501147102,22099440,124203,SH,SOLE,124203,0,0
1353,KURA SUSHI USA INC,CL A COM,501270102,2592136,22509,SH,SOLE,22509,0,0
1354,KYVERNA THERAPEUTICS INC,COM,501976104,415350,16721,SH,SOLE,16721,0,0
1355,L3HARRIS TECHNOLOGIES INC,COM,502431109,113483848,532538,SH,SOLE,532538,0,0
1356,LA Z BOY INC,COM,505336107,7491684,199141,SH,SOLE,199141,0,0
1357,LADDER CAP CORP,CL A,505743104,4813925,432518,SH,SOLE,432518,0,0
1358,LAKELAND FINL CORP,COM,511656100,1253846,18906,SH,SOLE,18906,0,0
1359,LAM RESEARCH CORP,COM,512807108,8030998,8266,SH,SOLE,8266,0,0
1360,LAM RESEARCH CORP,COM,512807108,20597284,21200,SH,SOLE,21200,0,0
1361,LAM RESEARCH CORP,COM,512807108,26426704,27200,SH,SOLE,27200,0,0
1362,LAMB WESTON HLDGS INC,COM,513272104,10722990,100657,SH,SOLE,100657,0,0
1363,LAMF GLOBAL VENTURES CORP I,*W EXP 99/99/999,G5338L124,15000,150000,SH,SOLE,150000,0,0
1364,LANCASTER COLONY CORP,COM,513847103,11389751,54856,SH,SOLE,54856,0,0
1365,LANDSEA HOMES CORP,COM,51509P103,2697291,185636,SH,SOLE,185636,0,0
1366,LANDSTAR SYS INC,COM,515098101,507152,2631,SH,OTR,0,2631,0
1367,LANDSTAR SYS INC,COM,515098101,18918045,98143,SH,SOLE,98143,0,0
1368,LANTHEUS HLDGS INC,COM,516544103,9780331,157139,SH,SOLE,157139,0,0
1369,LANTRONIX INC,COM NEW,516548203,60958,17123,SH,SOLE,17123,0,0
1370,LAS VEGAS SANDS CORP,COM,517834107,878021,16983,SH,SOLE,16983,0,0
1371,LAS VEGAS SANDS CORP,COM,517834107,5170000,100000,SH,SOLE,100000,0,0
1372,LATTICE SEMICONDUCTOR CORP,COM,518415104,2346900,30000,SH,SOLE,30000,0,0
1373,LATTICE SEMICONDUCTOR CORP,COM,518415104,25943258,331628,SH,SOLE,331628,0,0
1374,LAUDER ESTEE COS INC,CL A,518439104,1926875,12500,SH,SOLE,12500,0,0
1375,LAUDER ESTEE COS INC,CL A,518439104,2882605,18700,SH,SOLE,18700,0,0
1376,LAUDER ESTEE COS INC,CL A,518439104,103119105,668953,SH,SOLE,668953,0,0
1377,LCI INDS,COM,50189K103,9012053,73233,SH,SOLE,73233,0,0
1378,LEAP THERAPEUTICS INC,COM NEW,52187K200,1783644,670543,SH,SOLE,670543,0,0
1379,LEGALZOOM COM INC,COM,52466B103,2580290,193425,SH,SOLE,193425,0,0
1380,LEGGETT & PLATT INC,COM,524660107,856503,44726,SH,SOLE,44726,0,0
1381,LEIDOS HOLDINGS INC,COM,525327102,73214945,558509,SH,SOLE,558509,0,0
1382,LENDINGCLUB CORP,COM NEW,52603A208,18556657,2111110,SH,SOLE,2111110,0,0
1383,LENNAR CORP,CL A,526057104,4970222,28900,SH,SOLE,28900,0,0
1384,LENNAR CORP,CL A,526057104,6879200,40000,SH,SOLE,40000,0,0
1385,LENNAR CORP,CL A,526057104,31890939,185434,SH,SOLE,185434,0,0
1386,LENNOX INTL INC,COM,526107107,40829544,83537,SH,SOLE,83537,0,0
1387,LEVI STRAUSS & CO NEW,CL A COM STK,52736R102,36426138,1822218,SH,SOLE,1822218,0,0
1388,LEXICON PHARMACEUTICALS INC,COM NEW,528872302,82639,34433,SH,SOLE,34433,0,0
1389,LGI HOMES INC,COM,50187T106,6296548,54108,SH,SOLE,54108,0,0
1390,LI AUTO INC,SPONSORED ADS,50202M102,611656,20200,SH,SOLE,20200,0,0
1391,LI AUTO INC,SPONSORED ADS,50202M102,3204563,105831,SH,SOLE,105831,0,0
1392,LI AUTO INC,SPONSORED ADS,50202M102,3685076,121700,SH,SOLE,121700,0,0
1393,LIBERTY BROADBAND CORP,COM SER A,530307107,880391,15413,SH,SOLE,15413,0,0
1394,LIBERTY BROADBAND CORP,COM SER C,530307305,7506745,131168,SH,SOLE,131168,0,0
1395,LIBERTY GLOBAL LTD,COM CL A,G61188101,642858,37994,SH,SOLE,37994,0,0
1396,LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,805598,115250,SH,SOLE,115250,0,0
1397,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,7222030,170532,SH,SOLE,170532,0,0
1398,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,531229789,51098526,1719910,SH,SOLE,1719910,0,0
1399,LIBERTY MEDIA CORP DEL,NOTE 3.750% 3/1,531229AP7,60654769,49303000,PRN,SOLE,49303000,0,0
1400,LIFE TIME GROUP HOLDINGS INC,COMMON STOCK,53190C102,4760838,306755,SH,SOLE,306755,0,0
1401,LIFECORE BIOMEDICAL INC,COM,514766104,198419,37367,SH,SOLE,37367,0,0
1402,LIFEMD INC,COM,53216B104,918682,89366,SH,SOLE,89366,0,0
1403,LIFETIME BRANDS INC,COM,53222Q103,130623,12464,SH,SOLE,12464,0,0
1404,LIGHT & WONDER INC,COM,80874P109,11949737,117051,SH,SOLE,117051,0,0
1405,LIGHTWAVE LOGIC INC,COM,532275104,373796,79871,SH,SOLE,79871,0,0
1406,LIMBACH HLDGS INC,COM,53263P105,3562203,86002,SH,SOLE,86002,0,0
1407,LINCOLN NATL CORP IND,COM,534187109,64086448,2007092,SH,SOLE,2007092,0,0
1408,LINDE PLC,SHS,G54950103,1833135,3948,SH,SOLE,3948,0,0
1409,LINDE PLC,SHS,G54950103,4828928,10400,SH,SOLE,10400,0,0
1410,LINDE PLC,SHS,G54950103,47035616,101300,SH,SOLE,101300,0,0
1411,LINDSAY CORP,COM,535555106,792205,6733,SH,SOLE,6733,0,0
1412,LINKBANCORP INC,COM,53578P105,278787,40171,SH,SOLE,40171,0,0
1413,LITHIA MTRS INC,COM,536797103,14948229,49685,SH,SOLE,49685,0,0
1414,LIVANOVA PLC,SHS,G5509L101,6474663,115743,SH,SOLE,115743,0,0
1415,LIVE NATION ENTERTAINMENT IN,COM,538034109,7061946,66767,SH,SOLE,66767,0,0
1416,LIVE NATION ENTERTAINMENT IN,COM,538034109,16447235,155500,SH,SOLE,155500,0,0
1417,LIVE NATION ENTERTAINMENT IN,NOTE 2.000% 2/1,538034AU3,34676258,31189000,PRN,SOLE,31189000,0,0
1418,LIVEONE INC,COM,53814X102,59949,30743,SH,SOLE,30743,0,0
1419,LOANDEPOT INC,COM CL A,53946R106,30919,11938,SH,SOLE,11938,0,0
1420,LOCKHEED MARTIN CORP,COM,539830109,545844,1200,SH,SOLE,1200,0,0
1421,LOCKHEED MARTIN CORP,COM,539830109,14047295,30882,SH,SOLE,30882,0,0
1422,LOCKHEED MARTIN CORP,COM,539830109,94476499,207700,SH,SOLE,207700,0,0
1423,LOEWS CORP,COM,540424108,11287539,144176,SH,SOLE,144176,0,0
1424,LOTTERY COM INC,*W EXP 10/15/202,54570M116,3750,250000,SH,SOLE,250000,0,0
1425,LOUISIANA PAC CORP,COM,546347105,71220039,848767,SH,SOLE,848767,0,0
1426,LOWES COS INC,COM,548661107,8151360,32000,SH,SOLE,32000,0,0
1427,LOWES COS INC,COM,548661107,34210239,134300,SH,SOLE,134300,0,0
1428,LOWES COS INC,COM,548661107,124930291,490442,SH,SOLE,490442,0,0
1429,LPL FINL HLDGS INC,COM,50212V100,440157,1666,SH,SOLE,1666,0,0
1430,LTC PPTYS INC,COM,502175102,18237232,560973,SH,SOLE,560973,0,0
1431,LUCID GROUP INC,COM,549498103,4278531,1501239,SH,SOLE,1501239,0,0
1432,LUCID GROUP INC,COM,549498103,27720525,9726500,SH,SOLE,9726500,0,0
1433,LUFAX HOLDING LTD,SPONSORED ADR,54975P201,256610,60808,SH,SOLE,60808,0,0
1434,LULULEMON ATHLETICA INC,COM,550021109,7695805,19700,SH,SOLE,19700,0,0
1435,LULULEMON ATHLETICA INC,COM,550021109,9844380,25200,SH,SOLE,25200,0,0
1436,LUMEN TECHNOLOGIES INC,COM,550241103,1021655,654907,SH,SOLE,654907,0,0
1437,LUMENTUM HLDGS INC,COM,55024U109,1895231,40026,SH,SOLE,40026,0,0
1438,LUMENTUM HLDGS INC,COM,55024U109,7670700,162000,SH,SOLE,162000,0,0
1439,LUMINAR TECHNOLOGIES INC,COM CL A,550424105,424968,215720,SH,SOLE,215720,0,0
1440,LXP INDUSTRIAL TRUST,COM,529043101,1688598,187206,SH,SOLE,187206,0,0
1441,LYELL IMMUNOPHARMA INC,COM,55083R104,527961,236754,SH,SOLE,236754,0,0
1442,LYFT INC,CL A COM,55087P104,395204,20424,SH,OTR,0,20424,0
1443,LYFT INC,CL A COM,55087P104,1784070,92200,SH,SOLE,92200,0,0
1444,LYFT INC,CL A COM,55087P104,2449710,126600,SH,SOLE,126600,0,0
1445,LYFT INC,CL A COM,55087P104,49790627,2573159,SH,SOLE,2573159,0,0
1446,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,19152953,187260,SH,SOLE,187260,0,0
1447,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,24117624,235800,SH,SOLE,235800,0,0
1448,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,57900708,566100,SH,SOLE,566100,0,0
1449,LYRA THERAPEUTICS INC,COM,55234L105,195675,31459,SH,SOLE,31459,0,0
1450,M & T BK CORP,COM,55261F104,52677932,362197,SH,SOLE,362197,0,0
1451,M D C HLDGS INC,COM,552676108,10330514,164211,SH,SOLE,164211,0,0
1452,MACERICH CO,COM,554382101,7074965,410619,SH,SOLE,410619,0,0
1453,MACROGENICS INC,COM,556099109,868436,58997,SH,SOLE,58997,0,0
1454,MACYS INC,COM,55616P104,5631183,281700,SH,SOLE,281700,0,0
1455,MACYS INC,COM,55616P104,6354821,317900,SH,SOLE,317900,0,0
1456,MACYS INC,COM,55616P104,16674738,834154,SH,SOLE,834154,0,0
1457,MADISON SQUARE GARDEN ENTMT,COM CL A,558256103,24996061,637492,SH,SOLE,637492,0,0
1458,MADISON SQUARE GRDN SPRT COR,CL A,55825T103,23722260,128562,SH,SOLE,128562,0,0
1459,MAG SILVER CORP,COM,55903Q104,260977,24667,SH,SOLE,24667,0,0
1460,MAGNITE INC,COM,55955D100,855937,79622,SH,SOLE,79622,0,0
1461,MAGNOLIA OIL & GAS CORP,CL A,559663109,937210,36116,SH,SOLE,36116,0,0
1462,MAIN STR CAP CORP,COM,56035L104,504088,10655,SH,SOLE,10655,0,0
1463,MAMAS CREATIONS INC,COM,56146T103,149655,29931,SH,SOLE,29931,0,0
1464,MANHATTAN ASSOCIATES INC,COM,562750109,471183,1883,SH,SOLE,1883,0,0
1465,MANITOWOC CO INC,COM NEW,563571405,174841,12365,SH,SOLE,12365,0,0
1466,MAPLEBEAR INC,COM,565394103,59713670,1601332,SH,SOLE,1601332,0,0
1467,MARATHON OIL CORP,COM,565849106,1016131,35855,SH,SOLE,35855,0,0
1468,MARATHON OIL CORP,COM,565849106,3018210,106500,SH,SOLE,106500,0,0
1469,MARATHON OIL CORP,COM,565849106,3961932,139800,SH,SOLE,139800,0,0
1470,MARATHON PETE CORP,COM,56585A102,1632150,8100,SH,SOLE,8100,0,0
1471,MARATHON PETE CORP,COM,56585A102,70442587,349591,SH,SOLE,349591,0,0
1472,MARAVAI LIFESCIENCES HLDGS I,COM CL A,56600D107,4215397,486205,SH,SOLE,486205,0,0
1473,MARCUS & MILLICHAP INC,COM,566324109,557415,16313,SH,SOLE,16313,0,0
1474,MARCUS CORP DEL,COM,566330106,328451,23033,SH,SOLE,23033,0,0
1475,MARINUS PHARMACEUTICALS INC,COM NEW,56854Q200,7679001,849447,SH,SOLE,849447,0,0
1476,MARKETAXESS HLDGS INC,COM,57060D108,636702,2904,SH,OTR,0,2904,0
1477,MARKETAXESS HLDGS INC,COM,57060D108,42014220,191627,SH,SOLE,191627,0,0
1478,MARQETA INC,CLASS A COM,57142B104,4649509,780119,SH,SOLE,780119,0,0
1479,MARRIOTT INTL INC NEW,CL A,571903202,878796,3483,SH,SOLE,3483,0,0
1480,MARRIOTT INTL INC NEW,CL A,571903202,19932490,79000,SH,SOLE,79000,0,0
1481,MARRIOTT VACATIONS WORLDWIDE,COM,57164Y107,8585542,79695,SH,SOLE,79695,0,0
1482,MARSH & MCLENNAN COS INC,COM,571748102,288372,1400,SH,SOLE,1400,0,0
1483,MARSH & MCLENNAN COS INC,COM,571748102,71748601,348328,SH,SOLE,348328,0,0
1484,MARTEN TRANS LTD,COM,573075108,1264901,68447,SH,SOLE,68447,0,0
1485,MARTIN MARIETTA MATLS INC,COM,573284106,39759368,64761,SH,SOLE,64761,0,0
1486,MARVELL TECHNOLOGY INC,COM,573874104,2870640,40500,SH,SOLE,40500,0,0
1487,MARVELL TECHNOLOGY INC,COM,573874104,3359712,47400,SH,SOLE,47400,0,0
1488,MARVELL TECHNOLOGY INC,COM,573874104,80975084,1142425,SH,SOLE,1142425,0,0
1489,MASCO CORP,COM,574599106,493710,6259,SH,SOLE,6259,0,0
1490,MASIMO CORP,COM,574795100,37521350,255508,SH,SOLE,255508,0,0
1491,MASONITE INTL CORP,COM,575385109,50408840,383483,SH,SOLE,383483,0,0
1492,MASTEC INC,COM,576323109,43683988,468461,SH,SOLE,468461,0,0
1493,MASTERCARD INCORPORATED,CL A,57636Q104,10216026,21214,SH,SOLE,21214,0,0
1494,MASTERCARD INCORPORATED,CL A,57636Q104,42715259,88700,SH,SOLE,88700,0,0
1495,MASTERCARD INCORPORATED,CL A,57636Q104,205630390,427000,SH,SOLE,427000,0,0
1496,MATADOR RES CO,COM,576485205,591182,8854,SH,SOLE,8854,0,0
1497,MATCH GROUP INC NEW,COM,57667L107,3809400,105000,SH,SOLE,105000,0,0
1498,MATRIX SVC CO,COM,576853105,567066,43520,SH,SOLE,43520,0,0
1499,MATSON INC,COM,57686G105,21129964,187989,SH,SOLE,187989,0,0
1500,MATTEL INC,COM,577081102,20151723,1017250,SH,SOLE,1017250,0,0
1501,MAXLINEAR INC,COM,57776J100,2610141,139804,SH,SOLE,139804,0,0
1502,MBIA INC,COM,55262C100,212710,31466,SH,SOLE,31466,0,0
1503,MCDONALDS CORP,COM,580135101,1043215,3700,SH,SOLE,3700,0,0
1504,MCDONALDS CORP,COM,580135101,4839390,17164,SH,SOLE,17164,0,0
1505,MCDONALDS CORP,COM,580135101,16522270,58600,SH,SOLE,58600,0,0
1506,MCGRATH RENTCORP,COM,580589109,85725865,694868,SH,SOLE,694868,0,0
1507,MCKESSON CORP,COM,58155Q103,85210979,158724,SH,SOLE,158724,0,0
1508,MDU RES GROUP INC,COM,552690109,20086114,797068,SH,SOLE,797068,0,0
1509,MEDALLION FINL CORP,COM,583928106,251285,31768,SH,SOLE,31768,0,0
1510,MEDIAALPHA INC,CL A,58450V104,473562,23248,SH,SOLE,23248,0,0
1511,MEDICAL PPTYS TRUST INC,COM,58463J304,680696,144829,SH,SOLE,144829,0,0
1512,MEDIWOUND LTD,SHS NEW,M68830112,891067,62531,SH,SOLE,62531,0,0
1513,MEDPACE HLDGS INC,COM,58506Q109,407787,1009,SH,SOLE,1009,0,0
1514,MEDTRONIC PLC,SHS,G5960L103,7660485,87900,SH,SOLE,87900,0,0
1515,MEDTRONIC PLC,SHS,G5960L103,8427405,96700,SH,SOLE,96700,0,0
1516,MELCO RESORTS AND ENTMNT LTD,ADR,585464100,16178822,2243942,SH,SOLE,2243942,0,0
1517,MERCER INTL INC,COM,588056101,147489,14823,SH,SOLE,14823,0,0
1518,MERCHANTS BANCORP IND,COM,58844R108,737039,17069,SH,SOLE,17069,0,0
1519,MERCK & CO INC,COM,58933Y105,1121575,8500,SH,SOLE,8500,0,0
1520,MERCK & CO INC,COM,58933Y105,4314765,32700,SH,SOLE,32700,0,0
1521,MERCK & CO INC,COM,58933Y105,170338214,1290930,SH,SOLE,1290930,0,0
1522,MERSANA THERAPEUTICS INC,COM,59045L106,16378871,3655998,SH,SOLE,3655998,0,0
1523,META PLATFORMS INC,CL A,30303M102,635624,1309,SH,OTR,0,1309,0
1524,META PLATFORMS INC,CL A,30303M102,37535334,77300,SH,SOLE,77300,0,0
1525,META PLATFORMS INC,CL A,30303M102,76721640,158000,SH,SOLE,158000,0,0
1526,META PLATFORMS INC,CL A,30303M102,333754187,687331,SH,SOLE,687331,0,0
1527,METAGENOMI INC,COM,59102M104,232195,22009,SH,SOLE,22009,0,0
1528,METAL SKY STAR ACQUISITION C,*W EXP 03/31/202,G6053N121,6123,624832,SH,SOLE,624832,0,0
1529,METALLUS INC,COM,887399103,245262,11023,SH,SOLE,11023,0,0
1530,METHANEX CORP,COM,59151K108,17481832,391706,SH,SOLE,391706,0,0
1531,METLIFE INC,COM,59156R108,37796100,510000,SH,SOLE,510000,0,0
1532,METLIFE INC,COM,59156R108,40011989,539900,SH,SOLE,539900,0,0
1533,METLIFE INC,COM,59156R108,84368380,1138421,SH,SOLE,1138421,0,0
1534,METTLER TOLEDO INTERNATIONAL,COM,592688105,17360022,13040,SH,SOLE,13040,0,0
1535,MFA FINL INC,COM,55272X607,754988,66169,SH,SOLE,66169,0,0
1536,MGE ENERGY INC,COM,55277P104,680220,8641,SH,SOLE,8641,0,0
1537,MGIC INVT CORP WIS,COM,552848103,35454486,1585621,SH,SOLE,1585621,0,0
1538,MICROCHIP TECHNOLOGY INC.,COM,595017104,583115,6500,SH,SOLE,6500,0,0
1539,MICROCHIP TECHNOLOGY INC.,COM,595017104,73926871,824065,SH,SOLE,824065,0,0
1540,MICRON TECHNOLOGY INC,COM,595112103,1119955,9500,SH,SOLE,9500,0,0
1541,MICRON TECHNOLOGY INC,COM,595112103,2324319,19716,SH,SOLE,19716,0,0
1542,MICRON TECHNOLOGY INC,COM,595112103,32018924,271600,SH,SOLE,271600,0,0
1543,MICROSOFT CORP,COM,594918104,424086,1008,SH,OTR,0,1008,0
1544,MICROSOFT CORP,COM,594918104,73668072,175100,SH,SOLE,175100,0,0
1545,MICROSOFT CORP,COM,594918104,296618118,705025,SH,SOLE,705025,0,0
1546,MICROSOFT CORP,COM,594918104,761292840,1809500,SH,SOLE,1809500,0,0
1547,MICROSTRATEGY INC,CL A NEW,594972408,1363648,800,SH,SOLE,800,0,0
1548,MICROSTRATEGY INC,CL A NEW,594972408,1769333,1038,SH,SOLE,1038,0,0
1549,MICROSTRATEGY INC,NOTE 2/1,594972AE1,37606166,27500000,PRN,SOLE,27500000,0,0
1550,MICROSTRATEGY INC,NOTE 0.750%12/1,594972AC5,92410427,21500000,PRN,SOLE,21500000,0,0
1551,MID-AMER APT CMNTYS INC,COM,59522J103,125869033,956597,SH,SOLE,956597,0,0
1552,MIDDLEBY CORP,COM,596278101,9580029,59581,SH,SOLE,59581,0,0
1553,MILLER INDS INC TENN,COM NEW,600551204,317534,6338,SH,SOLE,6338,0,0
1554,MIRUM PHARMACEUTICALS INC,COM,604749101,251602,10016,SH,SOLE,10016,0,0
1555,MKS INSTRS INC,COM,55306N104,17804045,133865,SH,SOLE,133865,0,0
1556,MODEL N INC,COM,607525102,565927,19878,SH,SOLE,19878,0,0
1557,MODERNA INC,COM,60770K107,1097568,10300,SH,SOLE,10300,0,0
1558,MODERNA INC,COM,60770K107,2131200,20000,SH,SOLE,20000,0,0
1559,MOELIS & CO,CL A,60786M105,15022250,264616,SH,SOLE,264616,0,0
1560,MOHAWK INDS INC,COM,608190104,70887144,541578,SH,SOLE,541578,0,0
1561,MOLINA HEALTHCARE INC,COM,60855R100,869316,2116,SH,SOLE,2116,0,0
1562,MOLSON COORS BEVERAGE CO,CL B,60871R209,21805880,324251,SH,SOLE,324251,0,0
1563,MONARCH CASINO & RESORT INC,COM,609027107,1177193,15698,SH,SOLE,15698,0,0
1564,MONDAY COM LTD,SHS,M7S64H106,17165668,75998,SH,SOLE,75998,0,0
1565,MONEYLION INC,CL A,60938K304,1316211,18455,SH,SOLE,18455,0,0
1566,MONGODB INC,CL A,60937P106,6276200,17500,SH,SOLE,17500,0,0
1567,MONGODB INC,CL A,60937P106,11655800,32500,SH,SOLE,32500,0,0
1568,MONGODB INC,NOTE 0.250% 1/1,60937PAD8,92230955,52602000,PRN,SOLE,52602000,0,0
1569,MONSTER BEVERAGE CORP NEW,COM,61174X109,3377597,56977,SH,SOLE,56977,0,0
1570,MOODYS CORP,COM,615369105,42768739,108818,SH,SOLE,108818,0,0
1571,MOONLAKE IMMUNOTHERAPEUTICS,CLASS A ORD,61559X104,21332430,424695,SH,SOLE,424695,0,0
1572,MORGAN STANLEY,COM NEW,617446448,9075141,96380,SH,SOLE,96380,0,0
1573,MORGAN STANLEY,COM NEW,617446448,11402776,121100,SH,SOLE,121100,0,0
1574,MORGAN STANLEY,COM NEW,617446448,53680616,570100,SH,SOLE,570100,0,0
1575,MORNINGSTAR INC,COM,617700109,10627972,34465,SH,SOLE,34465,0,0
1576,MORPHIC HLDG INC,COM,61775R105,5253706,149253,SH,SOLE,149253,0,0
1577,MORPHOSYS AG,SPONSORED ADS,617760202,23653562,1303945,SH,SOLE,1303945,0,0
1578,MOSAIC CO NEW,COM,61945C103,912386,28108,SH,SOLE,28108,0,0
1579,MOTORCAR PTS AMER INC,COM,620071100,211709,26332,SH,SOLE,26332,0,0
1580,MOTOROLA SOLUTIONS INC,COM NEW,620076307,1987888,5600,SH,SOLE,5600,0,0
1581,MOTOROLA SOLUTIONS INC,COM NEW,620076307,2733346,7700,SH,SOLE,7700,0,0
1582,MOTOROLA SOLUTIONS INC,COM NEW,620076307,100069927,281903,SH,SOLE,281903,0,0
1583,MOVADO GROUP INC,COM,624580106,320553,11477,SH,SOLE,11477,0,0
1584,MRC GLOBAL INC,COM,55345K103,1218749,96957,SH,SOLE,96957,0,0
1585,MSA SAFETY INC,COM,553498106,1181480,6103,SH,SOLE,6103,0,0
1586,MSC INDL DIRECT INC,CL A,553530106,523822,5398,SH,SOLE,5398,0,0
1587,MSCI INC,COM,55354G100,2829712,5049,SH,SOLE,5049,0,0
1588,MUELLER INDS INC,COM,624756102,3895526,72233,SH,SOLE,72233,0,0
1589,MUELLER WTR PRODS INC,COM SER A,624758108,26794226,1665272,SH,SOLE,1665272,0,0
1590,MURPHY OIL CORP,COM,626717102,36697100,803000,SH,SOLE,803000,0,0
1591,MURPHY USA INC,COM,626755102,545379,1301,SH,OTR,0,1301,0
1592,MURPHY USA INC,COM,626755102,16089734,38382,SH,SOLE,38382,0,0
1593,MYR GROUP INC DEL,COM,55405W104,889406,5032,SH,SOLE,5032,0,0
1594,N-ABLE INC,COMMON STOCK,62878D100,522983,40014,SH,SOLE,40014,0,0
1595,NABORS INDS INC,NOTE 1.750% 6/1,62957HAL9,21086689,28000000,PRN,SOLE,28000000,0,0
1596,NASDAQ INC,COM,631103108,41546365,658421,SH,SOLE,658421,0,0
1597,NATERA INC,COM,632307104,652201,7131,SH,OTR,0,7131,0
1598,NATERA INC,COM,632307104,16666390,182226,SH,SOLE,182226,0,0
1599,NATIONAL BEVERAGE CORP,COM,635017106,1773580,37370,SH,SOLE,37370,0,0
1600,NATIONAL BK HLDGS CORP,CL A,633707104,222840,6178,SH,SOLE,6178,0,0
1601,NATIONAL CINEMEDIA INC,COM NEW,635309206,778366,151139,SH,SOLE,151139,0,0
1602,NATIONAL FUEL GAS CO,COM,636180101,10611526,197534,SH,SOLE,197534,0,0
1603,NATIONAL RESH CORP,COM NEW,637372202,463714,11707,SH,SOLE,11707,0,0
1604,NATIONAL STORAGE AFFILIATES,COM SHS BEN IN,637870106,9510398,242860,SH,SOLE,242860,0,0
