,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
1403,KORN FERRY,COM NEW,500643200,45922,968,SH,OTR,0,968,0
1404,KORN FERRY,COM NEW,500643200,2275981,47976,SH,SOLE,47976,0,0
1405,KOSMOS ENERGY LTD,COM,500688106,16278323,1990015,SH,SOLE,1990015,0,0
1406,KRAFT HEINZ CO,COM,500754106,1682000,50000,SH,SOLE,50000,0,0
1407,KRAFT HEINZ CO,COM,500754106,3784500,112500,SH,SOLE,112500,0,0
1408,KRAFT HEINZ CO,COM,500754106,103733414,3083633,SH,SOLE,3083633,0,0
1409,KRANESHARES TR,CSI CHI INTERNET,500767306,2674897,97731,SH,SOLE,97731,0,0
1410,KRANESHARES TR,CSI CHI INTERNET,500767306,258646500,9450000,SH,SOLE,9450000,0,0
1411,KRANESHARES TR,CSI CHI INTERNET,500767306,20801200,760000,SH,SOLE,760000,0,0
1412,KROGER CO,COM,501044101,1676156,37456,SH,SOLE,37456,0,0
1413,KROGER CO,COM,501044101,8950000,200000,SH,SOLE,200000,0,0
1414,KROGER CO,COM,501044101,8950000,200000,SH,SOLE,200000,0,0
1415,KRYSTAL BIOTECH INC,COM,501147102,3786472,32642,SH,SOLE,32642,0,0
1416,KT CORP,SPONSORED ADR,48268K101,257003,20047,SH,SOLE,20047,0,0
1417,KULICKE & SOFFA INDS INC,COM,501242101,1495421,30751,SH,SOLE,30751,0,0
1418,KURA ONCOLOGY INC,COM,50127T109,427409,46865,SH,SOLE,46865,0,0
1419,L3HARRIS TECHNOLOGIES INC,COM,502431109,240982,1384,SH,OTR,0,1384,0
1420,LA Z BOY INC,COM,505336107,7012076,227075,SH,SOLE,227075,0,0
1421,LADDER CAP CORP,CL A,505743104,323016,31483,SH,OTR,0,31483,0
1422,LADDER CAP CORP,CL A,505743104,20634697,2011179,SH,SOLE,2011179,0,0
1423,LAKELAND BANCORP INC,COM,511637100,1970992,156180,SH,SOLE,156180,0,0
1424,LAKELAND FINL CORP,COM,511656100,734871,15484,SH,SOLE,15484,0,0
1425,LAM RESEARCH CORP,COM,512807108,70198,112,SH,OTR,0,112,0
1426,LAM RESEARCH CORP,COM,512807108,839245,1339,SH,SOLE,1339,0,0
1427,LAM RESEARCH CORP,COM,512807108,13162170,21000,SH,SOLE,21000,0,0
1428,LAM RESEARCH CORP,COM,512807108,22814428,36400,SH,SOLE,36400,0,0
1429,LAMF GLOBAL VENTURES CORP I,*W EXP 11/05/202,G5338L124,11753,150000,SH,SOLE,150000,0,0
1430,LANDSTAR SYS INC,COM,515098101,13157258,74360,SH,SOLE,74360,0,0
1431,LANTHEUS HLDGS INC,COM,516544103,3613,52,SH,OTR,0,52,0
1432,LANTHEUS HLDGS INC,COM,516544103,50745204,730357,SH,SOLE,730357,0,0
1433,LAS VEGAS SANDS CORP,COM,517834107,1329360,29000,SH,SOLE,29000,0,0
1434,LCI INDS,COM,50189K103,4626348,39400,SH,SOLE,39400,0,0
1435,LEAR CORP,COM NEW,521865204,61464,458,SH,OTR,0,458,0
1436,LEAR CORP,COM NEW,521865204,81587561,607955,SH,SOLE,607955,0,0
1437,LEGALZOOM COM INC,COM,52466B103,158335,14473,SH,OTR,0,14473,0
1438,LEGALZOOM COM INC,COM,52466B103,5618303,513556,SH,SOLE,513556,0,0
1439,LEIDOS HOLDINGS INC,COM,525327102,234363,2543,SH,OTR,0,2543,0
1440,LEIDOS HOLDINGS INC,COM,525327102,341176,3702,SH,SOLE,3702,0,0
1441,LEMAITRE VASCULAR INC,COM,525558201,2588290,47509,SH,SOLE,47509,0,0
1442,LENDINGCLUB CORP,COM NEW,52603A208,17787075,2915914,SH,SOLE,2915914,0,0
1443,LENNAR CORP,CL A,526057104,754186,6720,SH,OTR,0,6720,0
1444,LENNAR CORP,CL A,526057104,8978400,80000,SH,SOLE,80000,0,0
1445,LENNAR CORP,CL A,526057104,9438543,84100,SH,SOLE,84100,0,0
1446,LENNAR CORP,CL A,526057104,56791298,506026,SH,SOLE,506026,0,0
1447,LENNOX INTL INC,COM,526107107,19845,53,SH,OTR,0,53,0
1448,LENNOX INTL INC,COM,526107107,179788489,480153,SH,SOLE,480153,0,0
1449,LEONARDO DRS INC,COM,52661A108,1424928,85325,SH,SOLE,85325,0,0
1450,LI AUTO INC,SPONSORED ADS,50202M102,11684466,327755,SH,SOLE,327755,0,0
1451,LIBERTY ENERGY INC,COM CL A,53115L104,11358723,613322,SH,SOLE,613322,0,0
1452,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,926346,54109,SH,SOLE,54109,0,0
1453,LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,96557,11833,SH,OTR,0,11833,0
1454,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,4459032,139694,SH,SOLE,139694,0,0
1455,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,1674818,52175,SH,SOLE,52175,0,0
1456,LIBERTY MEDIA CORP DEL,COM LBTY ONE S C,531229755,1172984,18828,SH,SOLE,18828,0,0
1457,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,531229813,6064735,238300,SH,SOLE,238300,0,0
1458,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,531229813,6589260,258910,SH,SOLE,258910,0,0
1459,LIBERTY MEDIA CORP DEL,NOTE  1.375%10/1,531229AB8,40279638,36341000,PRN,SOLE,36341000,0,0
1460,LIFE TIME GROUP HOLDINGS INC,COMMON STOCK,53190C102,249687,16416,SH,OTR,0,16416,0
1461,LIFE TIME GROUP HOLDINGS INC,COMMON STOCK,53190C102,3024767,198867,SH,SOLE,198867,0,0
1462,LIFEMD INC,COM,53216B104,630269,100843,SH,SOLE,100843,0,0
1463,LIGHT & WONDER INC,COM,80874P109,15891753,222792,SH,SOLE,222792,0,0
1464,LIGHTWAVE LOGIC INC,COM,532275104,3464,775,SH,OTR,0,775,0
1465,LIGHTWAVE LOGIC INC,COM,532275104,105836,23677,SH,SOLE,23677,0,0
1466,LINCOLN NATL CORP IND,COM,534187109,94266,3818,SH,SOLE,3818,0,0
1467,LINCOLN NATL CORP IND,COM,534187109,147523,5975,SH,OTR,0,5975,0
1468,LINDE PLC,SHS,G54950103,260645,700,SH,SOLE,700,0,0
1469,LINDE PLC,SHS,G54950103,595760,1600,SH,SOLE,1600,0,0
1470,LINDE PLC,SHS,G54950103,51736915,138947,SH,SOLE,138947,0,0
1471,LINDSAY CORP,COM,535555106,442594,3761,SH,SOLE,3761,0,0
1472,LITHIA MTRS INC,COM,536797103,49649403,168115,SH,SOLE,168115,0,0
1473,LITTELFUSE INC,COM,537008104,2646324,10700,SH,SOLE,10700,0,0
1474,LIVANOVA PLC,SHS,G5509L101,3002474,56779,SH,SOLE,56779,0,0
1475,LIVE NATION ENTERTAINMENT IN,COM,538034109,33548,404,SH,OTR,0,404,0
1476,LIVE NATION ENTERTAINMENT IN,COM,538034109,2574240,31000,SH,SOLE,31000,0,0
1477,LIVE NATION ENTERTAINMENT IN,COM,538034109,70259646,846094,SH,SOLE,846094,0,0
1478,LIVE OAK BANCSHARES INC,COM,53803X105,662087,22870,SH,SOLE,22870,0,0
1479,LIVEPERSON INC,COM,538146101,26102,6710,SH,OTR,0,6710,0
1480,LIVEPERSON INC,COM,538146101,4113722,1057512,SH,SOLE,1057512,0,0
1481,LL FLOORING HOLDINGS INC,COM,55003T107,662543,209004,SH,SOLE,209004,0,0
1482,LLOYDS BANKING GROUP PLC,SPONSORED ADR,539439109,122571,57545,SH,SOLE,57545,0,0
1483,LOCKHEED MARTIN CORP,COM,539830109,10627644,25987,SH,SOLE,25987,0,0
1484,LOCKHEED MARTIN CORP,COM,539830109,11409984,27900,SH,SOLE,27900,0,0
1485,LOEWS CORP,COM,540424108,370807,5857,SH,OTR,0,5857,0
1486,LOEWS CORP,COM,540424108,10483883,165596,SH,SOLE,165596,0,0
1487,LOGITECH INTL S A,SHS,H50430232,3538552,51328,SH,SOLE,51328,0,0
1488,LOTTERY COM INC,*W EXP 10/15/202,54570M116,2750,250000,SH,SOLE,250000,0,0
1489,LOUISIANA PAC CORP,COM,546347105,234124,4236,SH,OTR,0,4236,0
1490,LOVESAC COMPANY,COM,54738L109,2931806,147179,SH,SOLE,147179,0,0
1491,LOWES COS INC,COM,548661107,332544,1600,SH,SOLE,1600,0,0
1492,LOWES COS INC,COM,548661107,6582501,31671,SH,SOLE,31671,0,0
1493,LOWES COS INC,COM,548661107,18019728,86700,SH,SOLE,86700,0,0
1494,LPL FINL HLDGS INC,COM,50212V100,861957,3627,SH,OTR,0,3627,0
1495,LPL FINL HLDGS INC,COM,50212V100,83860981,352876,SH,SOLE,352876,0,0
1496,LTC PPTYS INC,COM,502175102,3067901,95484,SH,SOLE,95484,0,0
1497,LUCID GROUP INC,COM,549498103,162993,29158,SH,SOLE,29158,0,0
1498,LUCID GROUP INC,COM,549498103,503100,90000,SH,SOLE,90000,0,0
1499,LUCID GROUP INC,COM,549498103,17672226,3161400,SH,SOLE,3161400,0,0
1500,LUFAX HOLDING LTD,ADS REP SHS CL A,54975P102,2179187,2055837,SH,SOLE,2055837,0,0
1501,LULULEMON ATHLETICA INC,COM,550021109,396407,1028,SH,OTR,0,1028,0
1502,LULULEMON ATHLETICA INC,COM,550021109,14653951,38002,SH,SOLE,38002,0,0
1503,LULULEMON ATHLETICA INC,COM,550021109,17121084,44400,SH,SOLE,44400,0,0
1504,LULULEMON ATHLETICA INC,COM,550021109,21979770,57000,SH,SOLE,57000,0,0
1505,LUMEN TECHNOLOGIES INC,COM,550241103,31405,22116,SH,SOLE,22116,0,0
1506,LUMENTUM HLDGS INC,COM,55024U109,12723501,281618,SH,SOLE,281618,0,0
1507,LUMENTUM HLDGS INC,NOTE  0.250% 3/1,55024UAB5,14874750,15000000,PRN,SOLE,15000000,0,0
1508,LUMINAR TECHNOLOGIES INC,COM CL A,550424105,223036,49019,SH,SOLE,49019,0,0
1509,LUMINAR TECHNOLOGIES INC,COM CL A,550424105,422695,92900,SH,SOLE,92900,0,0
1510,LUMIRADX LTD,*W EXP 09/28/202,G5709L117,6653,184280,SH,SOLE,184280,0,0
1511,LUMIRADX LTD,SHS,G5709L109,231005,974295,SH,SOLE,974295,0,0
1512,LXP INDUSTRIAL TRUST,COM,529043101,51220,5755,SH,OTR,0,5755,0
1513,LXP INDUSTRIAL TRUST,COM,529043101,26581007,2986630,SH,SOLE,2986630,0,0
1514,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,28410000,300000,SH,SOLE,300000,0,0
1515,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,64386530,679900,SH,SOLE,679900,0,0
1516,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,96392005,1017867,SH,SOLE,1017867,0,0
1517,M & T BK CORP,COM,55261F104,17873708,141350,SH,SOLE,141350,0,0
1518,M D C HLDGS INC,COM,552676108,323862,7855,SH,OTR,0,7855,0
1519,M/I HOMES INC,COM,55305B101,26557,316,SH,OTR,0,316,0
1520,M/I HOMES INC,COM,55305B101,2148483,25565,SH,SOLE,25565,0,0
1521,MACERICH CO,COM,554382101,11399706,1044886,SH,SOLE,1044886,0,0
1522,MACROGENICS INC,COM,556099109,52434,11252,SH,SOLE,11252,0,0
1523,MACYS INC,COM,55616P104,998,86,SH,OTR,0,86,0
1524,MACYS INC,COM,55616P104,56362382,4854641,SH,SOLE,4854641,0,0
1525,MADISON SQUARE GARDEN ENTMT,COM CL A,558256103,3061,93,SH,OTR,0,93,0
1526,MADISON SQUARE GARDEN ENTMT,COM CL A,558256103,50459587,1533260,SH,SOLE,1533260,0,0
1527,MADISON SQUARE GRDN SPRT COR,CL A,55825T103,92381,524,SH,OTR,0,524,0
1528,MADISON SQUARE GRDN SPRT COR,CL A,55825T103,26031224,147653,SH,SOLE,147653,0,0
1529,MADRIGAL PHARMACEUTICALS INC,COM,558868105,4118912,28204,SH,SOLE,28204,0,0
1530,MAGNACHIP SEMICONDUCTOR CORP,COM,55933J203,1182854,142341,SH,SOLE,142341,0,0
1531,MAGNOLIA OIL & GAS CORP,CL A,559663109,120782,5272,SH,OTR,0,5272,0
1532,MAGNOLIA OIL & GAS CORP,CL A,559663109,6216239,271333,SH,SOLE,271333,0,0
1533,MAIN STR CAP CORP,COM,56035L104,547652,13479,SH,SOLE,13479,0,0
1534,MALIBU BOATS INC,COM CL A,56117J100,1225745,25005,SH,SOLE,25005,0,0
1535,MANCHESTER UTD PLC NEW,ORD CL A,G5784H106,2747386,138827,SH,SOLE,138827,0,0
1536,MANHATTAN ASSOCIATES INC,COM,562750109,325546,1647,SH,OTR,0,1647,0
1537,MANPOWERGROUP INC WIS,COM,56418H100,6192314,84456,SH,SOLE,84456,0,0
1538,MANULIFE FINL CORP,COM,56501R106,195029,10669,SH,OTR,0,10669,0
1539,MANULIFE FINL CORP,COM,56501R106,5616256,307235,SH,SOLE,307235,0,0
1540,MARATHON DIGITAL HOLDINGS IN,COM,565788106,4676496,550176,SH,SOLE,550176,0,0
1541,MARATHON OIL CORP,COM,565849106,1202038,44936,SH,OTR,0,44936,0
1542,MARATHON OIL CORP,COM,565849106,42437056,1586432,SH,SOLE,1586432,0,0
1543,MARATHON PETE CORP,COM,56585A102,190991,1262,SH,OTR,0,1262,0
1544,MARATHON PETE CORP,COM,56585A102,10094378,66700,SH,SOLE,66700,0,0
1545,MARATHON PETE CORP,COM,56585A102,12015337,79393,SH,SOLE,79393,0,0
1546,MARAVAI LIFESCIENCES HLDGS I,COM CL A,56600D107,78310,7831,SH,OTR,0,7831,0
1547,MARAVAI LIFESCIENCES HLDGS I,COM CL A,56600D107,5696560,569656,SH,SOLE,569656,0,0
1548,MARCUS CORP DEL,COM,566330106,18197,1174,SH,OTR,0,1174,0
1549,MARCUS CORP DEL,COM,566330106,314635,20299,SH,SOLE,20299,0,0
1550,MARINEMAX INC,COM,567908108,541038,16485,SH,SOLE,16485,0,0
1551,MARINUS PHARMACEUTICALS INC,COM NEW,56854Q200,127778,15873,SH,SOLE,15873,0,0
1552,MARKETAXESS HLDGS INC,COM,57060D108,171339,802,SH,OTR,0,802,0
1553,MARKETAXESS HLDGS INC,COM,57060D108,284141,1330,SH,SOLE,1330,0,0
1554,MARQETA INC,CLASS A COM,57142B104,50322,8415,SH,OTR,0,8415,0
1555,MARQETA INC,CLASS A COM,57142B104,7544972,1261701,SH,SOLE,1261701,0,0
1556,MARRIOTT INTL INC NEW,CL A,571903202,10417680,53000,SH,SOLE,53000,0,0
1557,MARRIOTT INTL INC NEW,CL A,571903202,70682386,359597,SH,SOLE,359597,0,0
1558,MARRIOTT VACATIONS WORLDWIDE,COM,57164Y107,50214,499,SH,OTR,0,499,0
1559,MARRIOTT VACATIONS WORLDWIDE,COM,57164Y107,2646569,26300,SH,SOLE,26300,0,0
1560,MARRIOTT VACATIONS WORLDWIDE,COM,57164Y107,5232760,52000,SH,SOLE,52000,0,0
1561,MARSH & MCLENNAN COS INC,COM,571748102,67570773,355075,SH,SOLE,355075,0,0
1562,MARTEN TRANS LTD,COM,573075108,550737,27942,SH,SOLE,27942,0,0
1563,MARTIN MARIETTA MATLS INC,COM,573284106,2618862,6380,SH,SOLE,6380,0,0
1564,MARVELL TECHNOLOGY INC,COM,573874104,470931,8700,SH,SOLE,8700,0,0
1565,MARVELL TECHNOLOGY INC,COM,573874104,76813772,1419061,SH,SOLE,1419061,0,0
1566,MASCO CORP,COM,574599106,336040,6287,SH,SOLE,6287,0,0
1567,MASCO CORP,COM,574599106,804369,15049,SH,OTR,0,15049,0
1568,MASIMO CORP,COM,574795100,21957527,250428,SH,SOLE,250428,0,0
1569,MASIMO CORP,COM,574795100,31915520,364000,SH,SOLE,364000,0,0
1570,MASTERCARD INCORPORATED,CL A,57636Q104,27792882,70200,SH,SOLE,70200,0,0
1571,MASTERCARD INCORPORATED,CL A,57636Q104,84685149,213900,SH,SOLE,213900,0,0
1572,MASTERCARD INCORPORATED,CL A,57636Q104,183862584,464405,SH,SOLE,464405,0,0
1573,MASTERCRAFT BOAT HLDGS INC,COM,57637H103,385873,17366,SH,SOLE,17366,0,0
1574,MATCH GROUP INC NEW,COM,57667L107,14690625,375000,SH,SOLE,375000,0,0
1575,MATERION CORP,COM,576690101,217272,2132,SH,SOLE,2132,0,0
1576,MATTEL INC,COM,577081102,14336816,650786,SH,SOLE,650786,0,0
1577,MATTERPORT INC,COM CL A,577096100,63718,29363,SH,SOLE,29363,0,0
1578,MATTHEWS INTL CORP,CL A,577128101,17198,442,SH,OTR,0,442,0
1579,MATTHEWS INTL CORP,CL A,577128101,206729,5313,SH,SOLE,5313,0,0
1580,MAXEON SOLAR TECHNOLOGIES LT,SHS,Y58473102,324682,28014,SH,SOLE,28014,0,0
1581,MAXIMUS INC,COM,577933104,8926276,119527,SH,SOLE,119527,0,0
1582,MAXLINEAR INC,COM,57776J100,1306587,58723,SH,SOLE,58723,0,0
1583,MAYVILLE ENGR CO INC,COM,578605107,116644,10633,SH,SOLE,10633,0,0
1584,MBIA INC,COM,55262C100,25098,3481,SH,OTR,0,3481,0
1585,MBIA INC,COM,55262C100,183768,25488,SH,SOLE,25488,0,0
1586,MCCORMICK & CO INC,COM NON VTG,579780206,244922,3238,SH,OTR,0,3238,0
1587,MCDONALDS CORP,COM,580135101,503434,1911,SH,OTR,0,1911,0
1588,MCDONALDS CORP,COM,580135101,790320,3000,SH,SOLE,3000,0,0
1589,MCDONALDS CORP,COM,580135101,6059120,23000,SH,SOLE,23000,0,0
1590,MCDONALDS CORP,COM,580135101,18214768,69142,SH,SOLE,69142,0,0
1591,MCKESSON CORP,COM,58155Q103,115670,266,SH,OTR,0,266,0
1592,MCKESSON CORP,COM,58155Q103,9523215,21900,SH,SOLE,21900,0,0
1593,MCKESSON CORP,COM,58155Q103,9523215,21900,SH,SOLE,21900,0,0
1594,MCKESSON CORP,COM,58155Q103,96058365,220900,SH,SOLE,220900,0,0
1595,MDU RES GROUP INC,COM,552690109,10965387,560030,SH,SOLE,560030,0,0
1596,MEDICAL PPTYS TRUST INC,COM,58463J304,27250000,5000000,SH,SOLE,5000000,0,0
1597,MEDICAL PPTYS TRUST INC,COM,58463J304,29926206,5491047,SH,SOLE,5491047,0,0
1598,MEDPACE HLDGS INC,COM,58506Q109,256658,1060,SH,OTR,0,1060,0
1599,MEDPACE HLDGS INC,COM,58506Q109,5148168,21262,SH,SOLE,21262,0,0
1600,MELCO RESORTS AND ENTMNT LTD,ADR,585464100,9682409,979010,SH,SOLE,979010,0,0
1601,MERCADOLIBRE INC,COM,58733R102,103966,82,SH,OTR,0,82,0
1602,MERCADOLIBRE INC,COM,58733R102,72614023,57272,SH,SOLE,57272,0,0
1603,MERCK & CO INC,COM,58933Y105,741240,7200,SH,SOLE,7200,0,0
1604,MERCK & CO INC,COM,58933Y105,3232630,31400,SH,SOLE,31400,0,0
1605,MERCK & CO INC,COM,58933Y105,109300986,1061690,SH,SOLE,1061690,0,0
1606,MERSANA THERAPEUTICS INC,COM,59045L106,6401943,5040900,SH,SOLE,5040900,0,0
1607,MERUS N V,COM,N5749R100,20287265,860359,SH,SOLE,860359,0,0
1608,META PLATFORMS INC,CL A,30303M102,24857388,82800,SH,SOLE,82800,0,0
1609,META PLATFORMS INC,CL A,30303M102,32993079,109900,SH,SOLE,109900,0,0
1610,META PLATFORMS INC,CL A,30303M102,130996033,436348,SH,SOLE,436348,0,0
1611,METAL SKY STAR ACQUISITION C,*W EXP 03/31/202,G6053N121,11872,624832,SH,SOLE,624832,0,0
1612,METHANEX CORP,COM,59151K108,10771680,239105,SH,SOLE,239105,0,0
1613,METHODE ELECTRS INC,COM,591520200,36537,1599,SH,OTR,0,1599,0
1614,METHODE ELECTRS INC,COM,591520200,467077,20441,SH,SOLE,20441,0,0
1615,METLIFE INC,COM,59156R108,1832757,29133,SH,OTR,0,29133,0
1616,METLIFE INC,COM,59156R108,4741464,75369,SH,SOLE,75369,0,0
1617,METLIFE INC,COM,59156R108,32134428,510800,SH,SOLE,510800,0,0
1618,METLIFE INC,COM,59156R108,52271919,830900,SH,SOLE,830900,0,0
1619,METTLER TOLEDO INTERNATIONAL,COM,592688105,84213,76,SH,OTR,0,76,0
1620,METTLER TOLEDO INTERNATIONAL,COM,592688105,509712,460,SH,SOLE,460,0,0
1621,MFA FINL INC,COM,55272X607,185165,19268,SH,OTR,0,19268,0
1622,MFA FINL INC,COM,55272X607,13666573,1422120,SH,SOLE,1422120,0,0
1623,MGE ENERGY INC,COM,55277P104,635088,9270,SH,SOLE,9270,0,0
1624,MGIC INVT CORP WIS,COM,552848103,150210,9000,SH,OTR,0,9000,0
1625,MGIC INVT CORP WIS,COM,552848103,23207846,1390524,SH,SOLE,1390524,0,0
1626,MGM RESORTS INTERNATIONAL,COM,552953101,9190000,250000,SH,SOLE,250000,0,0
1627,MICROCHIP TECHNOLOGY INC.,COM,595017104,26927250,345000,SH,SOLE,345000,0,0
1628,MICROCHIP TECHNOLOGY INC.,COM,595017104,26927250,345000,SH,SOLE,345000,0,0
1629,MICRON TECHNOLOGY INC,COM,595112103,3319864,48800,SH,SOLE,48800,0,0
1630,MICRON TECHNOLOGY INC,COM,595112103,17646982,259400,SH,SOLE,259400,0,0
1631,MICRON TECHNOLOGY INC,COM,595112103,251829304,3701739,SH,SOLE,3701739,0,0
1632,MICROSOFT CORP,COM,594918104,46952025,148700,SH,SOLE,148700,0,0
1633,MICROSOFT CORP,COM,594918104,297480705,942140,SH,SOLE,942140,0,0
1634,MICROSOFT CORP,COM,594918104,338547150,1072200,SH,SOLE,1072200,0,0
1635,MICROSTRATEGY INC,CL A NEW,594972408,10062767,30653,SH,SOLE,30653,0,0
1636,MID-AMER APT CMNTYS INC,COM,59522J103,301556,2344,SH,OTR,0,2344,0
1637,MID-AMER APT CMNTYS INC,COM,59522J103,79433270,617437,SH,SOLE,617437,0,0
1638,MIDDLEBY CORP,COM,596278101,103808,811,SH,OTR,0,811,0
1639,MIDDLEBY CORP,COM,596278101,9656960,75445,SH,SOLE,75445,0,0
1640,MIDDLESEX WTR CO,COM,596680108,323565,4884,SH,SOLE,4884,0,0
1641,MILLERKNOLL INC,COM,600544100,95331,3899,SH,OTR,0,3899,0
1642,MILLERKNOLL INC,COM,600544100,1095849,44820,SH,SOLE,44820,0,0
1643,MIMEDX GROUP INC,COM,602496101,9564,1312,SH,SOLE,1312,0,0
1644,MIMEDX GROUP INC,COM,602496101,313835,43050,SH,OTR,0,43050,0
1645,MINERALS TECHNOLOGIES INC,COM,603158106,1150562,21011,SH,SOLE,21011,0,0
1646,MIRATI THERAPEUTICS INC,COM,60468T105,33791539,775747,SH,SOLE,775747,0,0
1647,MIRUM PHARMACEUTICALS INC,COM,604749101,572181,18107,SH,SOLE,18107,0,0
1648,MISTER CAR WASH INC,COM,60646V105,12882,2338,SH,OTR,0,2338,0
1649,MISTER CAR WASH INC,COM,60646V105,2125582,385768,SH,SOLE,385768,0,0
1650,MITEK SYS INC,COM NEW,606710200,385920,36000,SH,SOLE,36000,0,0
1651,MITSUBISHI UFJ FINL GROUP IN,SPONSORED ADS,606822104,624108,73511,SH,SOLE,73511,0,0
1652,MKS INSTRS INC,COM,55306N104,3948474,45626,SH,SOLE,45626,0,0
1653,MODEL N INC,COM,607525102,601829,24655,SH,SOLE,24655,0,0
1654,MODERNA INC,COM,60770K107,46996950,455000,SH,SOLE,455000,0,0
1655,MODERNA INC,COM,60770K107,72338222,700341,SH,SOLE,700341,0,0
1656,MOHAWK INDS INC,COM,608190104,192300,2241,SH,OTR,0,2241,0
1657,MOHAWK INDS INC,COM,608190104,11184046,130335,SH,SOLE,130335,0,0
1658,MOLSON COORS BEVERAGE CO,CL B,60871R209,153633,2416,SH,SOLE,2416,0,0
1659,MOLSON COORS BEVERAGE CO,CL B,60871R209,457975,7202,SH,OTR,0,7202,0
1660,MONARCH CASINO & RESORT INC,COM,609027107,2262738,36437,SH,SOLE,36437,0,0
1661,MONGODB INC,CL A,60937P106,406731,1176,SH,OTR,0,1176,0
1662,MONGODB INC,CL A,60937P106,6294652,18200,SH,SOLE,18200,0,0
1663,MONGODB INC,CL A,60937P106,6536754,18900,SH,SOLE,18900,0,0
1664,MONGODB INC,CL A,60937P106,25739247,74421,SH,SOLE,74421,0,0
1665,MONGODB INC,NOTE  0.250% 1/1,60937PAD8,87448738,51066000,PRN,SOLE,51066000,0,0
1666,MONSTER BEVERAGE CORP NEW,COM,61174X109,24005942,453370,SH,SOLE,453370,0,0
1667,MONTAUK RENEWABLES INC,COM,61218C103,29134,3198,SH,OTR,0,3198,0
1668,MONTAUK RENEWABLES INC,COM,61218C103,76242,8369,SH,SOLE,8369,0,0
1669,MOODYS CORP,COM,615369105,105917,335,SH,OTR,0,335,0
1670,MOODYS CORP,COM,615369105,685457,2168,SH,SOLE,2168,0,0
1671,MOOG INC,CL A,615394202,524586,4644,SH,SOLE,4644,0,0
1672,MOONLAKE IMMUNOTHERAPEUTICS,CLASS A ORD,61559X104,13352250,234250,SH,SOLE,234250,0,0
1673,MORGAN STANLEY,COM NEW,617446448,344402,4217,SH,OTR,0,4217,0
1674,MORGAN STANLEY,COM NEW,617446448,7226897,88489,SH,SOLE,88489,0,0
1675,MORGAN STANLEY,COM NEW,617446448,28559999,349700,SH,SOLE,349700,0,0
1676,MORGAN STANLEY,COM NEW,617446448,61415840,752000,SH,SOLE,752000,0,0
1677,MORNINGSTAR INC,COM,617700109,16636662,71024,SH,SOLE,71024,0,0
1678,MORPHIC HLDG INC,COM,61775R105,4306393,187970,SH,SOLE,187970,0,0
1679,MOTOROLA SOLUTIONS INC,COM NEW,620076307,272240,1000,SH,OTR,0,1000,0
1680,MOTOROLA SOLUTIONS INC,COM NEW,620076307,10903212,40050,SH,SOLE,40050,0,0
1681,MOVADO GROUP INC,COM,624580106,9518,348,SH,OTR,0,348,0
1682,MOVADO GROUP INC,COM,624580106,303339,11091,SH,SOLE,11091,0,0
1683,MR COOPER GROUP INC,COM,62482R107,89767,1676,SH,OTR,0,1676,0
1684,MR COOPER GROUP INC,COM,62482R107,14365917,268221,SH,SOLE,268221,0,0
1685,MRC GLOBAL INC,COM,55345K103,6709814,654616,SH,SOLE,654616,0,0
1686,MSA SAFETY INC,COM,553498106,1217689,7724,SH,SOLE,7724,0,0
1687,MSCI INC,COM,55354G100,320675,625,SH,OTR,0,625,0
1688,MSCI INC,COM,55354G100,672648,1311,SH,SOLE,1311,0,0
1689,MUELLER INDS INC,COM,624756102,3997234,53183,SH,SOLE,53183,0,0
1690,MURPHY OIL CORP,COM,626717102,576262,12707,SH,OTR,0,12707,0
1691,MURPHY OIL CORP,COM,626717102,39756531,876660,SH,SOLE,876660,0,0
1692,MURPHY USA INC,COM,626755102,13798716,40379,SH,SOLE,40379,0,0
1693,MYRIAD GENETICS INC,COM,62855J104,31631,1972,SH,OTR,0,1972,0
1694,MYRIAD GENETICS INC,COM,62855J104,4632929,288836,SH,SOLE,288836,0,0
1695,N-ABLE INC,COMMON STOCK,62878D100,409394,31736,SH,SOLE,31736,0,0
1696,NABORS INDUSTRIES LTD,SHS,G6359F137,3435606,27900,SH,SOLE,27900,0,0
1697,NANOSTRING TECHNOLOGIES INC,COM,63009R109,51810,30122,SH,SOLE,30122,0,0
1698,NAPCO SEC TECHNOLOGIES INC,COM,630402105,129962,5841,SH,OTR,0,5841,0
1699,NAPCO SEC TECHNOLOGIES INC,COM,630402105,1232761,55405,SH,SOLE,55405,0,0
1700,NASDAQ INC,COM,631103108,970245,19968,SH,OTR,0,19968,0
1701,NASDAQ INC,COM,631103108,80568877,1658137,SH,SOLE,1658137,0,0
